"KEY","en","notes","sp","fr","de","it","pt-br"
"CAT_VS_BOSS_QUOTES_COLORLESS_7","喵喵喵！","","¡Miau, miau, miau!","Miaou, miaou, miaou&nbsp;!","Miau-miau-miau!","Miao miao miao!","Miau miau miau!"
"CAT_VS_BOSS_QUOTES_COLORLESS_8","呸！","","¡Puaj!","Crotte&nbsp;!","Ich spuck dich an!","Puahh!","Cuspe!"
"CAT_EMBARK_QUOTES_FIGHTER_1","出發啦！！！","","¡A por todas!","C'est parti&nbsp;!!!","Los geht‘s!!!","Andiamo!!!","Vamos lá!"
"CAT_EMBARK_QUOTES_FIGHTER_2","我超會砸！","","¡Yo atizo de lo lindo!","Je vais tout écraser&nbsp;!","Ich hau sie alle kaputt!","Io spaccare tutto!","Eu esmago!"
"CAT_EMBARK_QUOTES_FIGHTER_3","肌肉勝過腦袋！","","Donde se ponga un buen mamporro...","Les muscles, c'est mieux que le cerveau&nbsp;!","Lieber große Muckis als großes Gehirn!","I muscoli sono più importanti del cervello!","Pancada é melhor que cérebro!"
"CAT_EMBARK_QUOTES_FIGHTER_4","來折幾根骨頭吧！","","¡A romper huesos se ha dicho!","Brisons quelques os&nbsp;!","Lass uns ein paar Nacken knacken!","Rompiamo qualche osso!","Vamos quebrar uns ossos!"
"CAT_EMBARK_QUOTES_FIGHTER_5","是時候踢爛敵人、順便嚼泡泡糖了！","","¡Vamos a repartir leña y a mascar chicle!","Il est temps de botter des culs et de mâcher du chewing-gum, et je n'ai plus de chewing-gum&nbsp;!","Wer will einen Arschtritt?","È ora di spaccare culi e masticare chewing gum!","Hora de chutar traseiros e mascar chiclete!"
"CAT_EMBARK_QUOTES_FIGHTER_6","交給我！","","¡Dejádselo al menda!","Je m'en occupe&nbsp;!","Ich mach das schon!","Ci penso io!","Deixa comigo!"
"CAT_EMBARK_QUOTES_FIGHTER_7","看看我的胸肌！","","¿Habéis visto qué pedazo de pectorales tengo?","Mate un peu ces pecs&nbsp;!","Check meine Brustmuskeln!","Guarda che pettorali!","Olha só meu peitoral!"
"CAT_EMBARK_QUOTES_FIGHTER_8","讓我來處理！","","Yo me encargo.","Laissez-moi m'en charger&nbsp;!","Lass mich das machen!","Me ne occupo io!","Eu cuido disso!"
"CAT_EMBARK_QUOTES_FIGHTER_9","放我上！","","Ya me ocupo yo.","Je me charge de leur cas&nbsp;!","Lass uns mal nackig kacken!","Li farò a pezzi!","Não me segura!"
"CAT_EMBARK_QUOTES_FIGHTER_10","我不是很聰明……","","No soy ninguna lumbrera.","Je suis pas bien futé, c'est vrai...","Ich bin nicht besonders schlau&nbsp;…","Non sono molto intelligente...","Eu não sou muito inteligente..."
"CAT_EMBARK_QUOTES_HUNTER_1","我已經開始追蹤敵人了！","","He detectado el rastro del enemigo.","J'ai déjà pris l'ennemi en chasse&nbsp;!","Ich habe jetzt schon Feinde gefunden!","Ho già iniziato a localizzare il nemico!","Já estou rastreando o inimigo!"
"CAT_EMBARK_QUOTES_HUNTER_2","來設幾個陷阱吧！","","¡Vamos a poner trampas!","Plaçons quelques pièges&nbsp;!","Wir sollten ein paar Fallen stellen!","Prepariamo qualche trappola!","Vamos preparar algumas armadilhas!"
"CAT_EMBARK_QUOTES_HUNTER_3","讓我的箭矢命中目標！","","¡Mis flechas darán en el blanco!","Mes flèches ne rateront pas leur cible.","Meine Pfeile werden ihr Ziel finden!","Che le mie frecce trovino il bersaglio!","Que minhas flechas encontrem seus alvos!"
"CAT_EMBARK_QUOTES_HUNTER_4","我的害蟲會把他們的臉啃爛！","","¡Mis alimañas les devorarán el careto!","Mes vermines leur dévoreront le visage&nbsp;!","Meine Begleiter werden sie zerfressen!","I miei parassiti mangeranno la loro faccia!","Meu verme vai comer a cara deles!"
"CAT_EMBARK_QUOTES_HUNTER_5","剝貓皮的方法可不只一種！","","¡Hay muchos modos de despellejar a un gato!","Il y a plus d'une façon de dépecer un chat&nbsp;!","Nachts sind alle Katzen grau!","C’è più di un modo per scuoiare un gatto!","Há mais de uma forma de esfolar um gato!"
"CAT_EMBARK_QUOTES_HUNTER_6","各位，我有準備野餐！","","Traigo la merienda, panda.","J'ai ramené de quoi pique-niquer, les gars&nbsp;!","Leute, ich habe Picknick dabei!","Ho preparato un picnic, ragazzi!","Pessoal, eu preparei um piquenique!"
"CAT_EMBARK_QUOTES_HUNTER_7","生存是我的專長！","","Llevo la supervivencia en las venas.","Mon truc, c'est la survie&nbsp;!","Überleben ist meine Spezialität!","Sopravvivere è la mia specialità!","Sobrevivência é a minha especialidade!"
"CAT_EMBARK_QUOTES_HUNTER_8","給我點東西射！","","¡Quiero disparar!","Donnez‑moi un truc à flinguer&nbsp;!","Ich will was erschießen!","Datemi qualcosa contro cui sparare!","Eu preciso atirar em algo!"
"CAT_EMBARK_QUOTES_HUNTER_9","我的準頭沒有極限！","","¡Mi puntería no tiene parangón!","Ma précision est sans égale&nbsp;!","Meine Genauigkeit kennt keine Grenzen!","La mia precisione non conosce limiti!","Minha precisão não conhecem limites!"
"CAT_EMBARK_QUOTES_HUNTER_10","狼要去獵食了！","","El lobo acecha a la presa...","Le loup chasse sa proie&nbsp;!","Der Wolf ist auf der Pirsch!","Il lupo caccia la sua preda!","O lobo caça sua presa!"
"CAT_EMBARK_QUOTES_MAGE_1","我就在後面支援！","","Mejor me quedo en la retaguardia.","Je vais rester en retrait, juste là&nbsp;!","Geht ihr nur vor!","Io resto in retroguardia.","Eu vou ficar aqui atrás!"
"CAT_EMBARK_QUOTES_MAGE_2","該抽牌了！","","¡Hay que rendirse!","Il faudrait peut-être déclarer forfait&nbsp;?","Ich bleibe mal in der hinteren Reihe!","Meglio fare un passo indietro!","Hora de desistir!"
"CAT_EMBARK_QUOTES_MAGE_3","腦力勝過蠻力！","","Más vale maña que fuerza...","Le cerveau, c'est mieux que les muscles&nbsp;!","Lieber ein großes Gehirn als große Muckis!","Il cervello è più importante dei muscoli!","Cérebro é melhor que pancada!"
"CAT_EMBARK_QUOTES_MAGE_4","有人看到我的眼鏡嗎？","","¿Habéis visto mis gafas?","Quelqu'un a vu mes lunettes&nbsp;?","Hat irgendwer meine Brille gesehen?","Qualcuno ha visto i miei occhiali?","Alguém viu meus óculos?"
"CAT_EMBARK_QUOTES_MAGE_5","我的肉球正劈啪作響！","","¡Mis patas rebosan de energía!","Mes patounes débordent d'énergie&nbsp;!","Meine Pfoten kribbeln vor Energie!","Le mie zampe palpitano di energia!","Minhas patas estão transbordando de energia!"
"CAT_EMBARK_QUOTES_MAGE_6","元素由我掌控！","","¡Controlo los elementos!","Je contrôle les éléments&nbsp;!","Ich herrsche über die Elemente!","Ho il controllo degli elementi!","Eu controlo os elementos!"
"CAT_EMBARK_QUOTES_MAGE_7","再給我幾回合，我保證會有作為！","","Dadme un par de turnos y lo arreglo todo, os lo juro.","Accordez-moi juste quelques tours et je ferai quelque chose, juré&nbsp;!","Gib mir nur ein paar Züge und ich werde nützlich, wirklich!","Datemi qualche turno e risolverò tutto, lo giuro!","Esperem só alguns turnos e eu vou preparar alguma coisa, eu juro!"
"CAT_EMBARK_QUOTES_MAGE_8","霍卡斯 波卡斯 多米諾卡斯！","","¡Abracadabra, pata de cabra!","Hocus pocus dominocus&nbsp;!","Hokuspokus sterbibus!","Hocus pocus dominocus!","Hocus pocus dominocus!"
"CAT_EMBARK_QUOTES_MAGE_9","阿布拉卡達布拉！！","","¡Abracadabra!","Abracadabra&nbsp;!!","Abrakadabra!","Abracadabra!!!","Abracadabra!!"
"CAT_EMBARK_QUOTES_MAGE_10","希望我不用重抽……","","Espero solucionar la papeleta a la primera...","J'espère que j'aurai pas à mulligan...","Ich hoffe, ich brauche keinen Mulligan&nbsp;…","Spero di non dover aver bisogno di un secondo tentativo...","Espero não precisar de uma segunda chance..."
"CAT_EMBARK_QUOTES_MAGE_11","我準備要電到極限了！","","¡Menudos calambrazos voy a dar!","Bazinga&nbsp;!","Bei mir gibt‘s mehr Spannung als im Kino!","Ora avrete una bella scossa!","Eu estou prestes e mandar ver!"
"CAT_EMBARK_QUOTES_MAGE_12","你們全都是白癡……","","Sois más tontos que Abundio...","Vous êtes vraiment trop bêtes, vous autres...","Ihr seid allesamt Idioten&nbsp;…","Siete una massa di idioti...","Vocês são todos idiotas..."
"CAT_EMBARK_QUOTES_MAGE_13","我可以解釋我的方法，但你們大概聽不懂！","","Os explicaría mi método, pero no vais a entender ni papa.","J'expliquerais bien ma méthode, mais je doute que tu comprennes&nbsp;!","Ich würde dir ja meine Methoden erklären, aber ich glaube kaum, dass du sie verstehen würdest!","Vi spiegherei il mio metodo, ma dubito che capireste!","Eu explicaria meu método, mas duvido que você compreenderia!"
"CAT_EMBARK_QUOTES_MAGE_14","先說好，這隊名我可沒投贊成票……","","Que conste en acta que no me gusta ese nombre de grupo...","Je tiens juste à préciser que je n'ai pas voté pour ce nom d'équipe...","Ich möchte nur darauf hinweisen, dass ich nicht für diesen Teamnamen gestimmt habe&nbsp;…","Vorrei solo puntualizzare che io non ho votato per questo nome squadra...","Eu apenas gostaria de apontar que não votei neste nome de equipe..."
"CAT_EMBARK_QUOTES_MAGE_15","嗯其實……嚴格來說應該叫「進入」而不是「出征」，因為 embark 暗示我們是在登上某種載具。","","El caso es que, según el diccionario, el verbo «embarcarse» significa meterse en algún medio de transporte.","La physique est théorique. Mais le plaisir est réel.","Also „aufbrechen“ finde ich ja komisch formuliert. Was brechen wir denn auf?","Ehm, in realtà... tecnicamente sarebbe ""entrare"", dato che ""imbarcarsi"" suggerisce l'azione di salire a bordo di una nave di qualche tipo.","Bem, tecnicamente... na verdade deveria ser ""entrar"", já que ""embarcar"" sugere que estamos embarcando em algum tipo de embarcação ou aeronave."
"CAT_EMBARK_QUOTES_MAGE_16","我本來可以同意你，但那樣我們就都錯了。","","Te daría la razón, pero entonces nos equivocaríamos los dos.","Si j'étais d'accord avec toi, nous aurions tous les deux tort.","Ich würde dir ja zustimmen, aber dann lägen wir beide falsch.","Potrei anche essere d'accordo con te, ma allora avremmo entrambi torto.","Eu concordaria com você, mas então ninguém estaria dizendo a coisa certa."
"CAT_EMBARK_QUOTES_MEDIC_1","不信者受死！","","¡Muerte a los agnósticos!","Mort aux mécréants&nbsp;!","Tod allen Ungläubigen!","Morte ai non credenti!","Morte para os incrédulos!"
"CAT_EMBARK_QUOTES_MEDIC_2","來感化幾個異教徒吧！","","¡Vamos a convertir a esos paganos!","Allons convertir quelques païens&nbsp;!","Konvertieren wir ein paar Heiden!","Convertiamo qualche pagano!","Vamos converter alguns infiéis!"
"CAT_EMBARK_QUOTES_MEDIC_3","神對我說話了！這就是我的使命！","","¡Dios me ha revelado mi propósito!","Dieu m'a parlé&nbsp;! C'est ma mission&nbsp;!","Gott hat zu mir gesprochen! Dies ist mein heiliger Zweck!","Dio mi ha parlato! È questo il mio scopo!","Deus falou comigo! Este é meu propósito!"
"CAT_EMBARK_QUOTES_MEDIC_4","我在薄餅裡看見耶穌！","","¡He visto a Jesús en una tortilla de patatas!","J'ai vu le visage de Jésus dans une tortilla&nbsp;!","Ich habe Jesus in meiner Tortilla gesehen!","Ho visto Gesù in una tortilla!","Eu vi Jesus em uma tortilla!"
"CAT_EMBARK_QUOTES_MEDIC_5","榮耀歸於天父！","","¡Gloria al Padre!","Gloire au Père&nbsp;!","Gelobt sei der heilige Vater!","Gloria al Padre!","Glória ao Pai!"
"CAT_EMBARK_QUOTES_MEDIC_6","我的救主會保護我們！","","¡Mi Salvador nos protegerá!","Mon Sauveur nous protégera&nbsp;!","Mein Retter wird uns schützen!","Il mio Salvatore ci proteggerà!","Meu salvador vai nos proteger!"
"CAT_EMBARK_QUOTES_MEDIC_7","誰要受膏？","","¿Quién quiere la extrema unción?","Qui veut être oint&nbsp;?","Will jemand gesalbt werden?","Chi vuole l'unzione?","Quem precisa de uma unção?"
"CAT_EMBARK_QUOTES_MEDIC_8","該為此祈禱了！","","¡Oremos, hermanos!","Mieux vaut prier que croiser les doigts&nbsp;!","Darauf erstmal ein Gebet!","È ora di pregare!","Hora de orar!"
"CAT_EMBARK_QUOTES_MEDIC_9","他們在搞黑暗側的東西！","","¡Se están metiendo en asuntos muy oscuros!","Ils s'adonnent à des choses obscures&nbsp;!","Da sind dämonische Kräfte am Werk!","Stanno trafficando con cose oscure!","Eles estão mexendo com o lado sombrio!"
"CAT_EMBARK_QUOTES_MEDIC_10","你聽過我們的主與救主嗎？","","¿Habéis oído hablar de Jesucristo el Redentor?","As-tu entendu parler de notre Seigneur et Sauveur&nbsp;?","Kennst du schon unseren Herrn und Gebieter?","Hai sentito parlare del nostro Signore e Salvatore?","Você já ouviu falar sobre nosso Senhor e Salvador?"
"CAT_EMBARK_QUOTES_MEDIC_11","正義之人的道路，四面皆受`n自私之人的不義與邪惡暴君的專橫所圍困。","","El camino del hombre recto está por todos lados rodeado
por la injusticia de los egoístas y la tiranía de los hombres malos.","La marche des vertueux est semée d'obstacles qui sont les
entreprises égoïstes que fait sans fin, surgir l'œuvre du malin.","Der Pfad der Gerechten ist auf beiden Seiten gesäumt mit
Freveleien der Selbstsüchtigen und der Tyrannei böser Männer.","Il cammino dell'uomo timorato è minacciato da ogni parte dalle
iniquità degli esseri egoisti e dalla tirannia degli uomini malvagi.","O caminho do homem justo é assolado em todos os lados pelas injustiças dos egoístas e a tirania dos malignos."
"CAT_EMBARK_QUOTES_MEDIC_12","你做得很棒，甜心！","","Lo estás haciendo de maravilla, cariño.","Je ne compte pas me faire prier&nbsp;!","Das machst du ganz toll, Schätzelein!","Stai andando alla grande, tesoro!","Você está indo muito bem, meu anjo!"
"CAT_EMBARK_QUOTES_MEDIC_13","我為主而踢爆邪惡！","","¡El Señor me ha encomendado dar palizas!","Je botte des culs pour le Seigneur&nbsp;!","Ich trete Ärsche für den Herrn!","Spacco di brutto per il Signore!","Eu mando ver em nome do Senhor!"
"CAT_EMBARK_QUOTES_TANK_1","還有誰餓了嗎？","","¿Nadie más tiene hambre?","Quelqu'un d'autre a faim&nbsp;?","Hat noch jemand Hunger?","Qualcun altro ha fame?","Mais alguém tá com fome?"
"CAT_EMBARK_QUOTES_TANK_2","躲我後面！","","¡Detrás de mí!","Restez derrière moi&nbsp;!","Bleibt hinter mir!","State dietro di me!","Atrás de mim!"
"CAT_EMBARK_QUOTES_TANK_3","我又肉又騷！","","¡Estoy rollizo, pero tengo rollazo!","J'suis dodu mais stylé&nbsp;!","Ich bin so rund, alles kommt in meinen Schlund!","Sono grassoccio ma con stile!","Os brutos também dançam!"
"CAT_EMBARK_QUOTES_TANK_4","我也許慢，但我也胖！","","Me muevo a cámara lenta... ¡y encima estoy como un tonel!","Oui, je suis lent, mais je suis gros&nbsp;!","Ich mag vielleicht langsam sein, aber ich bin auch dick!","Sarò anche lento, ma sono anche grasso!","Eu posso ser devagar, mas também sou grande!"
"CAT_EMBARK_QUOTES_TANK_5","好吃好吃，快給我！","","¡Ñam, ñam! ¡Me lo voy a zampar!","Miam miam, donnez-m'en&nbsp;!","Mjam, mjam, immer her damit!","Gnam gnam, ne voglio un po'!","Nham, nham, eu quero!"
"CAT_EMBARK_QUOTES_TANK_6","別擔心，我會保護你們！","","Tranquis, yo os protejo.","Vous inquiétez pas, je vous protégerai&nbsp;!","Keine Angst, ich beschütze euch!","Non preoccuparti, ti proteggerò!","Não se preocupe, eu te protejo!"
"CAT_EMBARK_QUOTES_TANK_7","慢工出細活，穩穩贏！","","Despacito y buena letra.","Lentement, mais sûrement&nbsp;!","In der Ruhe liegt die Kraft!","Chi va piano va sano e va lontano!","Devagar e sempre!"
"CAT_EMBARK_QUOTES_TANK_8","小鬼們都叫我高牆！","","Los chavales me llaman el Muro.","Les gosses m'appellent le Mur&nbsp;!","Meine Freunde nennen mich auch „Der Gerät“!","I ragazzi mi chiamano ""il muro""!","As crianças me chamam de muralha!"
"CAT_EMBARK_QUOTES_TANK_9","讓我直接碾過去！","","¡Quiero dejarlos como una loncha de queso!","J'vais leur rouler dessus&nbsp;!","Lass mich sie zerquetschen!","Fatemi rotolare addosso a loro!","Rolo compressor!"
"CAT_EMBARK_QUOTES_TANK_10","我就是胖！","","¡Soy un tanque!","J'suis enrobé&nbsp;!","Boah, bin ich voll!","Sono grasso!","Eu sou grande!"
"CAT_EMBARK_QUOTES_TANK_11","誰放屁？……喔。","","¿Quién se ha peído? Puf...","Qui a pété&nbsp;? ... Oh.","Wer hat hier einen fahren lassen?&nbsp;… Oh.","Chi ha scoreggiato? ...Oh.","Quem soltou um pum...? Oh."
"CAT_EMBARK_QUOTES_THIEF_1","我們在黑暗掩護下快速行動。","","Vamos a cobijarnos al abrigo de la oscuridad.","Agissons dans l'obscurité.","Bewegen wir uns schnell im Mantel der Dunkelheit.","Muoviamoci rapidi sotto il velo dell'oscurità.","Vamos aproveitar a escuridão para sermos rápidos."
"CAT_EMBARK_QUOTES_THIEF_2","希望能找到點錢……","","A ver si encontramos dinero...","J'espère qu'on trouvera des pépètes...","Hoffentlich finden wir etwas Geld&nbsp;…","Speriamo di trovare dei soldi...","Espero encontrar dinheiro..."
"CAT_EMBARK_QUOTES_THIEF_3","我去躲，你去殺東西！","","¡Yo me escondo mientras vosotros matáis!","Vous allez tuer des trucs, moi je me cache&nbsp;!","Ich verstecke mich und ihr killt sie!","Io mi nascondo, tu uccidi!","Vou me esconder. Vocês vão e matam coisas!"
"CAT_EMBARK_QUOTES_THIEF_4","我該毒誰？","","¿A quién enveneno?","Qui devrais-je empoisonner&nbsp;?","Wen soll ich vergiften?","Chi devo avvelenare?","Quem eu devo envenenar?"
"CAT_EMBARK_QUOTES_THIEF_5","幸好我剛把爪子磨利了！","","Menos mal que acabo de afilarme las uñas.","Ça tombe bien, je viens juste d'affûter mes griffes&nbsp;!","Zum Glück habe ich gerade meine Klauen gespitzt!","Per fortuna ho le unghie affilate!","Por sorte, acabei de afiar minhas unhas!"
"CAT_EMBARK_QUOTES_THIEF_6","錢錢錢！","","¡Dinerito, dinerito!","De l'argent, toujours plus d'argent&nbsp;!","Geld, Geld, Geld!","Soldi, soldi, soldi!","Dinheiro, dinheiro, dinheiro!"
"CAT_EMBARK_QUOTES_THIEF_7","你現在看得到我，下一秒就看不到！","","Ahora me ves, ahora no me ves.","Tu me vois, tu me vois plus&nbsp;!","Hier bin ich! Nein, hier!","Ora mi vedi, ora non mi vedi più!","Agora você me vê, agora não vê mais!"
"CAT_EMBARK_QUOTES_THIEF_8","今天要偷什麼？","","¿Qué robamos hoy?","On vole quoi aujourd'hui&nbsp;?","Was klauen wir heute?","Cosa rubiamo oggi?","O que vamos roubar hoje?"
"CAT_EMBARK_QUOTES_THIEF_9","該來捅人了！","","¡Es la hora de las puñaladas traperas!","J'adore les coups de poignard dans l'dos&nbsp;!","Zeit für ein paar Sticheleien! He-he!","È il momento di pugnalare!","Hora de esfaquear!"
"CAT_EMBARK_QUOTES_THIEF_10","錢先放我這保管可以吧？","","¿Os importa que guarde yo la pasta?","Je peux garder le cash sur moi&nbsp;?","Ich pass auf das Geld auf, okay?","Va bene se tengo io i soldi?","Tudo bem se eu segurar o dinheiro?"
"CAT_EMBARK_QUOTES_NECROMANCER_1","我們不怕死亡。死亡怕我們。","","No le tememos a la muerte. Es ella quien nos teme a nosotros.","Nous n'avons pas peur de la mort. La mort a peur de nous.","Wir fürchten Tod nicht. Der Tod fürchtet uns.","Non temiamo la morte. La morte teme noi.","Nós não tememos a morte. A morte nos teme."
"CAT_EMBARK_QUOTES_NECROMANCER_2","希望能找到一具屍體讓我玩玩……","","A ver si encontramos un cadáver para que juegue...","J'ai hâte de jouer avec un cadavre...","Hoffentlich finden wir eine Leiche, an der ich mich auslassen kann&nbsp;…","Spero che troveremo un corpo con cui giocare...","Espero conseguir encontrar algum corpo para brincar..."
"CAT_EMBARK_QUOTES_NECROMANCER_3","我聞到死亡了嗎？喔算了，那是我自己……","","¿Huele a muerte o soy yo? Bah, qué rabia, soy yo...","C'est la mort que je sens&nbsp;? Ah, non. C'est juste moi...","Hier riecht es nach Verwesung. Oh, warte, das bin ich&nbsp;…","È odore di morte quello che sento? Oh no, come non detto, sono solo io...","Eu estou sentindo cheiro de morte? Oh, não, é o meu próprio cheiro..."
"CAT_EMBARK_QUOTES_NECROMANCER_4","今天是個適合去死的好日子！","","Hoy puede ser un gran día... ¡para morir!","Quelle belle journée pour mourir&nbsp;!","Heut‘ ist ein guter Tag zum Sterben!","Oggi è un bel giorno per morire!","Hoje é um bom dia para morrer!"
"CAT_EMBARK_QUOTES_NECROMANCER_5","我要吸乾你的血！","","¡Quiero chuparos la sangre!","Je vais te sucer le sang&nbsp;!","Gib mir dein Blut!","Voglio succhiarti il ​​sangue!","Eu quero sugar seu sangue!"
"CAT_EMBARK_QUOTES_NECROMANCER_6","我的孩子們餓了……","","Mis niños están hambrientos...","Mes enfants ont faim...","Meine Kinder haben Hunger&nbsp;…","I miei figli hanno fame...","Minhas crianças estão com fome..."
"CAT_EMBARK_QUOTES_NECROMANCER_7","你一隻水蛭！你一隻水蛭！大家都有一隻水蛭！","","¡Una sanguijuela para ti! ¡Otra para ti! ¡Y otra más para ti!","Toi tu vis, toi tu vis, toi tu crèves&nbsp;!","Du bekommst einen Blutegel! Und du bekommst einen Blutegel! Alle bekommen einen Blutegel!","Una sanguisuga per te! Una sanguisuga per te! E una sanguisuga anche per te!","Você ganha uma sanguessuga! Você ganha uma sanguessuga! E você ganha uma sanguessuga!"
"CAT_EMBARK_QUOTES_NECROMANCER_8","該喚醒亡者了！","","¡Que se levanten los muertos!","Il est temps de relever les morts&nbsp;!","Zeit, die Toten zum Leben zu erwecken!","È ora di resuscitare i morti!","Hora de despertar os mortos!"
"CAT_EMBARK_QUOTES_NECROMANCER_9","我才不是哥德！","","¡Que no me va lo gótico!","Je ne suis PAS gothique&nbsp;!","ICH BIN KEIN GOTH!","NON SONO GOTH!","MEU ESTILO NÃO É GÓTICO!"
"CAT_EMBARK_QUOTES_NECROMANCER_10","撒旦萬歲！","","¡Alabado sea Satanás!","Gloire à Satan&nbsp;!","Ave Satanas!","Ave Satana!","Ave, Satã!"
"CAT_EMBARK_QUOTES_NECROMANCER_11","女巫時刻降臨了！","","¡Se acerca la hora de las brujas!","C'est l'heure des sorcières&nbsp;!","Die Geisterstunde ist angebrochen!","L'ora delle streghe è giunta!","Estamos na calada da noite!"
"CAT_EMBARK_QUOTES_NECROMANCER_12","我就是奇怪又不尋常……","","Soy extravagante y sorprendente...","Je suis moi-même étrange et surnaturel...","Ich bin auch ziemlich merkwürdig und hasse den Mainstream&nbsp;…","Io stesso sono strano e insolito...","Eu possuo uma certa estranheza em mim..."
"CAT_EMBARK_QUOTES_NECROMANCER_13","從墳墓裡爬起來吧！","","¡Levántate de la tumba!","Levez-vous de vos tombes&nbsp;!","Erhebt euch aus euren Gräbern!","Sorgi dalla tua tomba!","Erga-se de seu túmulo!"
"CAT_EMBARK_QUOTES_NECROMANCER_14","我們就是怪胎啊，先生。","","Somos los raritos.","Les barges, c'est nous, monsieur.","Wir sind die Komischen hier.","I tipi strani siamo noi, signore.","Nós somos os esquisitões, senhor."
"CAT_EMBARK_QUOTES_PSYCHIC_1","我看見了幻象……走這邊！","","Tengo una visión. ¡Por aquí!","J'ai une vision... par ici&nbsp;!","Ich habe eine Vision&nbsp;… Hier entlang!","Ho una visione... da questa parte!","Estou tendo uma visão... Por aqui!"
"CAT_EMBARK_QUOTES_PSYCHIC_2","我看見我們未來會成功……","","Nos auguro un futuro prometedor...","Je vois la réussite dans notre avenir...","Ich sehe großen Erfolg für uns voraus&nbsp;…","Vedo il successo nel nostro futuro...","Eu vejo sucesso no seu futuro..."
"CAT_EMBARK_QUOTES_PSYCHIC_3","我感覺這是一趟被詛咒的旅程……提高警覺！","","Tengo un mal presentimiento... ¡Abrid bien los ojos!","Je sens que cette partie est maudite... restez sur vos gardes&nbsp;!","Ich sehe, dass dieser Durchlauf richtig schlecht wird&nbsp;… Bleibt auf der Hut!","Sento che questa partita è maledetta... fai attenzione!","Eu sinto uma maldição... Mantenham-se vigilantes!"
"CAT_EMBARK_QUOTES_PSYCHIC_4","來彎幾支湯匙吧！","","Vamos a doblar unas cuantas cucharas.","Je risque de plier quelques cuillères&nbsp;!","Wo sind meine Löffel?","Pieghiamo qualche cucchiaio!","Vamos entortar algumas colheres!"
"CAT_EMBARK_QUOTES_PSYCHIC_5","我看見了……我看見……一台腳踏車！","","Veo... veo... ¡una bici!","Je vois... je vois... une bicyclette&nbsp;!","Ich sehe&nbsp;… Ich sehe ein&nbsp;… Ein Fahrrad!","Vedo... vedo... una bicicletta!","Eu vejo... eu vejo... uma bicicleta!"
"CAT_EMBARK_QUOTES_PSYCHIC_6","我看見我們未來會失敗……","","Nos aguarda un futuro muy negro...","Je vois l'échec dans notre avenir...","Ich sehe Fehlschläge in unserer Zukunft&nbsp;…","Vedo il fallimento nel nostro futuro...","Eu vejo o fracasso em nosso futuro..."
"CAT_EMBARK_QUOTES_PSYCHIC_7","我的視野很模糊，晚點再問……","","Mi visión está borrosa, pregúntamelo luego...","Mes visions sont floues, revenez me voir plus tard...","Alles ist verschwommen&nbsp;… Frag später nochmal&nbsp;…","La mia visione è offuscata, riprova a chiedermelo più tardi...","Minha visão está turva. Pergunte-me novamente mais tarde..."
"CAT_EMBARK_QUOTES_PSYCHIC_8","我知道結局……但我不爆雷！","","Sé cómo acaba, pero no voy a destripároslo.","Je connais l'issue d'avance... mais je ne vais pas la révéler&nbsp;!","Ich weiß, wie es enden wird&nbsp;… Aber keine Spoiler!","Conosco il risultato... ma non voglio rovinartelo!","Eu sei o que vai acontecer... mas não vou estragar a surpresa!"
"CAT_EMBARK_QUOTES_PSYCHIC_9","仰望月亮！","","¡Contemplad la luna!","La réponse est dans les astres&nbsp;!","Sieh nur! La Luna!","Guarda la luna!","Olhe para a Lua!"
"CAT_EMBARK_QUOTES_PSYCHIC_10","幸運號碼 16 31 64 70 74","","Los números de la primitiva son 16, 31, 64, 70, 74...","NUMÉROS FÉTICHES&nbsp;: 16 31 64 70 74.","DIE LOTTOZAHLEN SIND 16 31 64 70 74!","NUMERI FORTUNATI 16 31 64 70 74","NÚMEROS DA SORTE: 16 31 64 70 74"
"CAT_EMBARK_QUOTES_BUTCHER_1","嗯嗯……新鮮肉……","","Mmm, carne fresca...","Hmm... de la chair fraîche...","Hmm&nbsp;… Frischfleisch&nbsp;…","Mmm... carne fresca...","Mmmm... carne fresca..."
"CAT_EMBARK_QUOTES_BUTCHER_2","骨頭也被我吃了！","","¡Me he zampado hasta los huesos!","J'ai bouffé les os&nbsp;!","Alle Knochen gehören mir!","Ho mangiato le ossa!","Eu comi os ossos!"
"CAT_EMBARK_QUOTES_BUTCHER_3","要血！一定要新鮮！","","¡Necesito sangre fresca!","Du sang neuf&nbsp;! Il doit être tout frais&nbsp;!","Ich brauche Blut! Frisches Blut!","Ho bisogno di sangue! Dev'essere fresco!","Preciso de sangue! Fresco!"
"CAT_EMBARK_QUOTES_BUTCHER_4","該你上鉤了！","","¡Os voy a echar el gancho!","Je vais te mettre au crochet&nbsp;!","Ihr kommt alle an den Haken!","È ora di agganciarti!","Hora de se enganchar!"
"CAT_EMBARK_QUOTES_BUTCHER_5","你看起來很好吃！","","¡Tienes una pinta muy apetecible!","T'es à croquer&nbsp;!","Ihr seht köstlich aus!","Hai un aspetto prelibato!","Você parece ter um gosto bom!"
"CAT_EMBARK_QUOTES_BUTCHER_6","呼嚕呼嚕！","","¡Oinc, oinc!","Gruik, gruik&nbsp;!","Grunz, grunz!","Oink oink!","Oinc oinc!"
