"KEY","en","notes","sp","fr","de","it","pt-br"
"PASSIVE_MATHQ2_DESC","你的法術施放需 0 法力，但每個法術每回合只能施放一次。","","Lanzar sus hechizos cuesta 0 de maná, pero cada uno solo se puede lanzar una vez por turno.","Vos sorts coûtent 0&nbsp;mana, mais vous ne pouvez les lancer qu'une fois par tour.","Deine Zauber kosten 0&nbsp;Mana, können aber nur einmal pro Zug gewirkt werden.","Lanciare i tuoi incantesimi costa 0 mana, ma ognuno può essere lanciato solo una volta per turno.","Seus encantamentos custam 0 de mana para serem lançados, mas cada um só pode ser lançado uma vez por turno."
"PASSIVE_DUMBMUSCLE_NAME","無腦肌肉","","Mazado","Tout dans les muscles","Dummer Muskelprotz","Ottusità Muscolare",""
"PASSIVE_DUMBMUSCLE_DESC","每次受傷失去 1 [img:int]。`n當你有 4 或以下 [img:int] 時，獲得 +2 [img:str] 且基本攻擊施加挫傷。當 [img:int] 為 0 時，獲得 +100% 暴擊率。","","Pierde 1 [img:int] cada vez que sufre daño.
Si tiene 4 o menos [img:int], obtiene +2 [img:str] y el ataque básico inflige moratón. Con 0 [img:int], obtiene un +100 % de probabilidad de golpe crítico.","[img:int]&nbsp;-1&nbsp;chaque fois que vous subissez des dégâts. Si vous avez 4&nbsp;[img:int] ou moins&nbsp;: [img:str]&nbsp;+2&nbsp;et vos attaques de base infligent Contusion. À 0&nbsp;[img:int]&nbsp;: Chances de CC&nbsp;+100&nbsp;%.","Verliere 1&nbsp;[img:int], wenn du Schaden erleidest.
Erhalte +2&nbsp;[img:str] und dein Grundangriff verursacht Beulen, wenn du 4 oder weniger [img:int] hast. Bei 0&nbsp;[img:int] erhältst du +100&nbsp;% krit. Trefferchance.","Perdi 1 di [img:int] ogni volta che subisci danno.
Se hai 4 o meno di [img:int], ottieni +2 alla [img:str] e il tuo attacco base infligge Livido. Quando sei a 0 di [img:int], ottieni +100% di probabilità di colpo critico.","Perca 1 de [img:int] a cada vez que sofrer dano.
Se você possui 4 ou menos de [img:int], obtenha +2 de [img:str] e seu ataque básico aplica contusão. Com 0 de [img:int], obtenha +100% de chance de crítico."
"PASSIVE_DUMBMUSCLE2_DESC","每次受傷失去 2 [img:int]。`n當你有 4 或以下 [img:int] 時，獲得 +2 [img:str] 且基本攻擊施加挫傷。當 [img:int] 為 0 時，獲得 +100% 暴擊率。當 [img:int] 為 -10 時，每回合可額外使用一次基本移動與基本攻擊。","","Pierde 2 [img:int] cada vez que sufre daño.
Si tiene 4 o menos [img:int], obtiene +2 [img:str] y el ataque básico inflige moratón. Con 0 [img:int], obtiene un +100 % de probabilidad de golpe crítico. Con -10 [img:int], puede usar su movimiento y ataque básico una vez más cada turno.","[img:int]&nbsp;-2&nbsp;chaque fois que vous subissez des dégâts. Si vous avez 4&nbsp;[img:int] ou moins&nbsp;: [img:str]&nbsp;+2&nbsp;et vos attaques de base infligent Contusion. À 0&nbsp;[img:int]&nbsp;: Chances de CC&nbsp;+100&nbsp;%. À -10&nbsp;[img:int]&nbsp;: +1&nbsp;attaque de base bonus et +1&nbsp;déplacement bonus chaque tour.","Verliere 2&nbsp;[img:int], wenn du Schaden erleidest.
Erhalte +2&nbsp;[img:str] und dein Grundangriff verursacht Beulen, wenn du 4 oder weniger [img:int] hast. Bei 0&nbsp;[img:int] erhältst du +100&nbsp;% krit. Trefferchance. Bei -10&nbsp;[img:int] kannst du dich einmal pro Zug mehr bewegen und angreifen.","Perdi 2 di [img:int] ogni volta che subisci danno.
Se hai 4 o meno di [img:int], ottieni +2 alla [img:str] e il tuo attacco base infligge Livido. Quando sei a 0 di [img:int], ottieni +100% di probabilità di colpo critico. A -10 di [img:int], puoi usare il tuo movimento base e attaccare una volta in più per turno.","Perca 2 de [img:int] a cada vez que sofrer dano.
Se você possui 4 ou menos de [img:int], obtenha +2 de [img:str] e seu ataque básico aplica contusão. Com 0 de [img:int], obtenha +100% de chance de crítico. Com -10 de [img:int], você pode utilizar seu movimento básico e seu ataque básico uma vez adicional por turno."
"PASSIVE_THICKSKULL_NAME","鐵頭","","Cráneo grueso","Crâne épais","Dickschädel","Testa Dura","Cabeça Dura"
"PASSIVE_THICKSKULL_DESC","你受到的所有傷勢都會變成腦震盪。`n你每有一層腦震盪，獲得 +3 [img:shield]。最高 30 [img:shield]。","","Todas las lesiones que sufre son conmociones.
Obtiene +3 [img:shield] por cada conmoción. El límite está en 30 [img:shield].","Toutes les Blessures subies sont des Commotions. [img:shield]&nbsp;+3&nbsp;pour chaque Commotion subie (max.&nbsp;: [img:shield]&nbsp;+30).","Alle Verletzungen, die du erleidest, sind Gehirnerschütterungen.
Du erhältst +3&nbsp;[img:shield] für jede Gehirnerschütterung. Max. 30&nbsp;[img:shield].","Tutte le ferite che subisci sono Concussioni.
Ottieni +3 allo [img:shield] per ogni concussione che subisci. Il valore massimo raggiungibile dallo [img:shield] è 30.","Todos os ferimentos que você sofre são concussões.
Você obtém +3 de [img:shield] para cada concussão que possui. Limite de 30 de [img:shield]."
"PASSIVE_THICKSKULL2_DESC","你受到的所有傷勢都會變成腦震盪。`n你每有一層腦震盪，獲得 +3 [img:shield] 與 +1 [img:str]。上限為 30 [img:shield] 與 10 [img:str]。","","Todas las lesiones que sufre son conmociones.
Obtiene +3 [img:shield] y +1 [img:str] por cada conmoción. El límite está en 30 [img:shield] y 10 [img:str].","Toutes les Blessures subies sont des Commotions. [img:shield]&nbsp;+3&nbsp;et [img:str]&nbsp;+1&nbsp;pour chaque Commotion subie (max.&nbsp;: [img:shield]&nbsp;+30&nbsp;et [img:str]&nbsp;+10).","Alle Verletzungen, die du erleidest, sind Gehirnerschütterungen.
Du erhältst +3&nbsp;[img:shield] und +1&nbsp;[img:str] für jede Gehirnerschütterung. Max. 30&nbsp;[img:shield] und 10&nbsp;[img:str].","Tutte le ferite che subisci sono Concussioni.
Ottieni +3 allo [img:shield] e +1 alla [img:str] per ogni concussione che subisci. Il valore massimo raggiungibile dallo [img:shield] è 30 e quello della [img:str] è 10.","Todos os ferimentos que você sofre são concussões.
Você obtém +3 de [img:shield] e +1 de [img:str] para cada concussão que possui. Limite de 30 de [img:shield] e 10 de [img:str]."
"PASSIVE_MOSTVALUABLECAT_NAME","最有價值貓咪","","Gato más valioso","MVP","Beste Katze","Telegatto","Gato Valioso"
"PASSIVE_MOSTVALUABLECAT_DESC","當你或友軍擊倒其他單位時，該單位會成為阿爾法個體。`n若你是阿爾法個體，則在每輪結束時獲得額外回合。","","Cuando esta unidad o un aliado abate a otra unidad, se convierte en alfa.
Si esta unidad es alfa, juega un turno extra al final de cada ronda.","Toute unité alliée qui tue une autre unité devient l'Alpha. Si vous êtes l'Alpha, jouez un tour de plus à la fin de chaque manche.","Wenn du oder ein Verbündeter eine andere Einheit tötet, wird die Katze zum Alpha.
Wenn du der Alpha bist, erhältst du am Ende der Runde einen zusätzlichen Zug.","Quando tu o un alleato mandate KO un'altra unità, essa diventa l'Alfa.
Se sei tu l'Alfa, effettui un turno aggiuntivo alla fine di ogni round.","Quando você ou um aliado deixa outra unidade inconsciente, ela obtém o status de alfa.
Se você possuir o status de alfa, obtenha um turno adicional no final de cada rodada."
"PASSIVE_MOSTVALUABLECAT2_DESC","你在戰鬥開始時就是阿爾法個體。`n每當你或友軍擊倒其他單位時，該單位會成為阿爾法個體。`n若你是阿爾法個體，則在每輪結束時獲得額外回合。","","Esta unidad empieza el combate como alfa.
Cuando esta unidad o un aliado abate a otra unidad, se convierte en alfa.
Si esta unidad es alfa, juega un turno extra al final de cada ronda.","Vous commencez le combat en tant qu'Alpha. Toute unité alliée qui tue une autre unité devient l'Alpha. Si vous êtes l'Alpha, jouez un tour de plus à la fin de chaque manche.","Du beginnst den Kampf als Alpha.
Wenn du oder ein Verbündeter eine andere Einheit tötet, wird die Katze zum Alpha.
Wenn du der Alpha bist, erhältst du am Ende der Runde einen zusätzlichen Zug.","Inizi la battaglia come l'Alfa.
Quando tu o un alleato mandate KO un'altra unità, essa diventa l'Alfa.
Se sei tu l'Alfa, effettui un turno aggiuntivo alla fine di ogni round.","Você inicia batalhas com o status de alfa.
Quando você ou um aliado deixa outra unidade inconsciente, ela obtém o status de alfa.
Se você possuir o status de alfa, obtenha um turno adicional no final de cada rodada."
"PASSIVE_RATSTYLE_NAME","鼠式","","Estilo de rata","Style rat","Rattenstil","Stile da Ratto","Estilo do Rato"
"PASSIVE_RATSTYLE_DESC","+10% 閃避率。","","+10 % de probabilidad de esquiva.","Chances d'esquive&nbsp;+10&nbsp;%.","+10&nbsp;% Ausweichchance.","+10% di probabilità di schivata.","+10% de chance de esquiva."
"PASSIVE_RATSTYLE2_DESC","+30% 閃避率。","","+30 % de probabilidad de esquiva.","Chances d'esquive&nbsp;+30&nbsp;%.","+30&nbsp;% Ausweichchance.","+30% di probabilità di schivata.","+30% de chance de esquiva."
"PASSIVE_BONED_NAME","骨化","","Huesudo","Sac d'os","Knochentrocken","Ossa Esposte","Ossuário"
"PASSIVE_BONED_DESC","當你擊殺單位時，若你沒有武器，獲得一根骨棒。","","Al matar a una unidad, si no tiene ningún arma, obtiene un garrote de hueso.","Quand vous tuez une unité, si vous n'avez pas d'arme, obtenez une Batte tibia.","Wenn du eine Einheit tötest und keine Waffe hast, erhältst du eine Knochenkeule.","Quando uccidi un'unità e non hai un'arma, ottieni una Mazza d'Osso.","Ao matar uma unidade, se você não possuir uma arma, obtenha um porrete de osso."
"PASSIVE_BONED2_DESC","當你擊殺單位時，若你沒有武器，獲得一根骨棒。`n額外技能：投擲武器。","","Al matar a una unidad, si no tiene ningún arma, obtiene un garrote de hueso.
Habilidad de bonificación: Lanzamiento de arma.","Quand vous tuez une unité, si vous n'avez pas d'arme, obtenez une Batte tibia. Compétence bonus&nbsp;: Lancer d'arme.","Wenn du eine Einheit tötest und keine Waffe hast, erhältst du eine Knochenkeule.
Bonusfähigkeit: Waffe werfen.","Quando uccidi un'unità e non hai un'arma, ottieni una Mazza d'Osso.
Abilità Bonus: Lancio dell'Arma.","Ao matar uma unidade, se você não possuir uma arma, obtenha um porrete de osso.
Habilidade bônus: lançar arma."
"PASSIVE_DUALWIELD_NAME","雙持","","Multiarma","Coup double","Doppelwaffen","Doppia Impugnatura","Empunhadura Dupla"
"PASSIVE_DUALWIELD_DESC","當你使用武器時，會免費自動再使用一次。","","Al usar el arma, la usa otra vez gratis automáticamente.","Quand vous utilisez votre arme, portez automatiquement un deuxième coup, gratuitement.","Wenn du deine Waffe benutzt, benutzt du sie automatisch ein zweites Mal.","Quando usi la tua arma, la puoi automaticamente riutilizzare gratuitamente.","Ao utilizar sua arma, use-a automaticamente outra vez de graça."
"PASSIVE_DUALWIELD2_DESC","當你使用武器時，會免費自動再使用一次，然後再一次！免費！","","Al usar el arma, la usa otra vez gratis automáticamente. Después, la vuelve a usar gratis.","Quand vous utilisez votre arme, portez automatiquement un deuxième coup, gratuitement. Puis un troisième&nbsp;! Toujours gratuit&nbsp;!","Wenn du deine Waffe benutzt, benutzt du sie automatisch ein zweites und drittes Mal!","Quando usi la tua arma, la puoi automaticamente riutilizzare gratuitamente, e poi ancora! Tutto gratis!","Ao utilizar sua arma, use-a automaticamente outra vez de graça, e então de novo! De graça!"
"PASSIVE_PATELLARREFLEX_NAME","膝反射","","Reflejo patelar","Réflexe rotulien","Kniescheibenreflex","Riflesso Rotuleo","Reflexo Patelar"
"PASSIVE_PATELLARREFLEX_DESC","當單位傷害你時，反擊造成 1 點傷害並施加挫傷。","","Cuando una unidad le inflige daño, contrataca infligiendo 1 de daño y moratón.","Quand une unité vous inflige des dégâts, contre-attaquez en infligeant 1&nbsp;point de dégâts et Contusion.","Wenn eine Einheit dir Schaden zufügt, konterst du, verursachst 1&nbsp;Schaden und Beulen.","Quando un'unità ti infligge danno, contrattacchi infliggendo 1 di danno e Livido.","Quando uma unidade causar dano a você, contra-ataque para causar 1 de dano e aplicar contusão."
"PASSIVE_PATELLARREFLEX2_DESC","當單位傷害你時，以你的基本攻擊反擊並施加挫傷。","","Cuando una unidad le inflige daño, contrataca con su ataque básico e infligiendo moratón.","Quand une unité vous inflige des dégâts, contre-attaquez avec votre attaque de base et infligez Contusion.","Wenn eine Einheit dir Schaden zufügt, konterst du mit deinem Grundangriff und verursachst Beulen.","Quando un'unità ti infligge danno, contrattacchi con il tuo attacco base e infliggendo Livido.","Quando uma unidade causar dano a você, contra-ataque com seu ataque básico e aplique contusão."
"PASSIVE_HITME_NAME","打我啊","","Galletón","Frappe-moi","Schlag mich","Picchiami","Acerte-me"
"PASSIVE_HITME_DESC","當你受到友軍傷害時，會朝你面向方向發動基本攻擊。`n你受到的友軍傷害會降為 1。","","Al sufrir daño de un aliado, lanza el ataque básico en la dirección hacia la que mira.
El daño que sufre de los aliados se reduce a 1.","Quand vous subissez des dégâts de la part d'une unité alliée, portez un coup d'attaque de base en face de vous. Les dégâts subis de la part des alliés sont réduits à&nbsp;1.","Wenn du Schaden durch einen Verbündeten erleidest, führst du deinen Grundangriff in die Richtung aus, in die du blickst.
Schaden durch Verbündete ist auf 1&nbsp;verringert.","Quando subisci danno da un alleato, esegui un attacco base nella direzione che fronteggi.
Il danno che subisci dagli alleati viene ridotto a 1.","Ao sofrer dano de um aliado, utilize seu ataque básico na direção em que estiver olhando.
O dano que você sofre de aliados é reduzido a 1."
"PASSIVE_HITME2_DESC","當你受到友軍傷害時，會朝你面向方向發動基本攻擊。`n你受到的友軍傷害會降為 1。`n每當你受傷時，隨機一項屬性 +1。","","Al sufrir daño de un aliado, lanza el ataque básico en la dirección hacia la que mira.
El daño que sufre de los aliados se reduce a 1.
Cuando sufre daño, obtiene +1 de un atributo al azar.","Quand vous subissez des dégâts de la part d'une unité alliée, portez un coup d'attaque de base en face de vous. Les dégâts subis de la part des alliés sont réduits à&nbsp;1. Chaque vous que vous subissez des dégâts, gagnez&nbsp;+1&nbsp;à une stat aléatoire.","Wenn du Schaden durch einen Verbündeten erleidest, führst du deinen Grundangriff in die Richtung aus, in die du blickst.
Schaden durch Verbündete ist auf 1&nbsp;verringert.
Du erhältst +1 auf ein zufälliges Attribut, wenn du Schaden erleidest.","Quando subisci danno da un alleato, esegui un attacco base nella direzione che fronteggi.
Il danno che subisci dagli alleati viene ridotto a 1.
Ogni volta che subisci danno, ottieni +1 a una statistica casuale.","Ao sofrer dano de um aliado, utilize seu ataque básico na direção em que estiver olhando.
O dano que você sofre de aliados é reduzido a 1.
Sempre que você sofre dano, obtenha +1 em um atributo aleatório."
"PASSIVE_SMASH_NAME","砸碎！","","Aplastamiento","Fracasse&nbsp;!","Muss zuhauen!","Devastazione!","Esmaga!"
"PASSIVE_SMASH_DESC","你的武器造成三倍傷害，但每次使用都一定會壞。`n背包會加入三根木棍。","","Las armas infligen el triple de daño, pero siempre se rompen al usarlas.
Se añaden tres palos al inventario.","Vos armes infligent Dégâts&nbsp;x3, mais elles se brisent quand vous les utilisez. Trois Bâtons sont ajoutés à votre inventaire.","Deine Waffen verursachen dreifachen Schaden, gehen aber immer kaputt, wenn du sie benutzt.
Du erhältst drei Stöcke.","Le tue armi infliggono danno triplo, ma si rompono sempre quando le usi.
Al tuo inventario vengono aggiunti tre Bastoni.","Suas armas causam dano triplicado, mas sempre quebram ao serem usadas.
Três bastões são adicionados ao seu inventário."
"PASSIVE_SMASH2_DESC","你的武器造成三倍傷害，但每次使用有 50% 機率損壞。`n背包會再加入三根木棍。","","Las armas infligen el triple de daño, pero tienen un 50 % de probabilidad de romperse al usarlas.
Se añaden tres palos más al inventario.","Vos armes infligent Dégâts&nbsp;x3, mais elles ont 50&nbsp;% de chances se briser quand vous les utilisez. Trois Bâtons supplémentaires sont ajoutés à votre inventaire.","Deine Waffen verursachen dreifachen Schaden, gehen aber mit einer 50%igen Wahrscheinlichkeit kaputt, wenn du sie benutzt.
Du erhältst drei weitere Stöcke.","Le tue armi infliggono danno triplo, ma hanno un 50% di probabilità di rompersi quando le usi.
Al tuo inventario vengono aggiunti tre ulteriori Bastoni.","Suas armas causam dano triplicado, mas possuem 50% de chance de quebrar ao serem usadas.
Mais três bastões são adicionados ao seu inventário."
"PASSIVE_PUNCHFACE_NAME","正面重拳","","Puñetazo en la cara","Face à face","Immer ins Gesicht","Pugno in Faccia","Sopapo"
"PASSIVE_PUNCHFACE_DESC","若你的基本攻擊命中單位正面，必定暴擊。","","Los ataques básicos son críticos si golpean a una unidad de frente.","Vos attaques de base sont des coups critiques si elles frappent une unité en face.","Deine Grundangriffe treffen kritisch, wenn sie eine Einheit von vorn treffen.","I tuoi attacchi base sono critichi se colpiscono la parte frontale di un'unità.","Seus ataques básicos são sempre críticos se acertarem uma unidade pela frente."
"PASSIVE_PUNCHFACE2_DESC","若你的物理攻擊命中單位正面，必定暴擊。","","Los ataques físicos son críticos si golpean a una unidad de frente.","Vos attaques physiques sont des coups critiques si elles frappent une unité en face.","Deine physischen Angriffe treffen kritisch, wenn sie eine Einheit von vorn treffen.","I tuoi attacchi fisici sono critichi se colpiscono la parte frontale di un'unità.","Seus ataques físicos são sempre críticos se acertarem uma unidade pela frente."
"PASSIVE_MERCILESS_NAME","無情","","Sin piedad","Sans merci","Gnadenlos","Senza Pietà","Impiedade"
"PASSIVE_MERCILESS_DESC","單次命中造成 10 點以上傷害時，獲得 +2 [img:shield] 並重置移動行動。","","Cuando inflige 10 de daño o más con un solo golpe, obtiene +2 [img:shield] y se restaura la acción de movimiento.","Quand vous infligez au moins 10&nbsp;points de dégâts en un seul coup, gagnez [img:shield]&nbsp;+2&nbsp;et réinitialisez votre action de déplacement.","Erhalte +2&nbsp;[img:shield] und frische deine Bewegungsaktion auf, wenn du 10 oder mehr Schaden mit einem Treffer verursachst.","Quando infliggi 10 o più di danno in un singolo colpo, ottieni +2 allo [img:shield] e ricarichi la tua azione di movimento.","Ao causar 10 ou mais de dano em um único golpe, obtenha +2 de [img:shield] e reinicie sua ação de movimento."
"PASSIVE_MERCILESS2_DESC","單次命中造成 10 點以上傷害時，獲得 +2 [img:shield]、全屬性提升，並重置移動行動。","","Cuando inflige 10 de daño o más con un solo golpe, obtiene +2 [img:shield], aumento total y se restaura la acción de movimiento.","Quand vous infligez au moins 10&nbsp;points de dégâts en un seul coup, gagnez [img:shield]&nbsp;+2, Hausse de stats et réinitialisez votre action de déplacement.","Erhalte +2&nbsp;[img:shield], einen Bonus auf alle Attribute und frische deine Bewegungsaktion auf, wenn du 10 oder mehr Schaden mit einem Treffer verursachst.","Quando infliggi 10 o più di danno in un singolo colpo, ottieni +2 allo [img:shield], Aumento delle Statistiche e ricarichi la tua azione di movimento.","Ao causar 10 ou mais de dano em um único golpe, obtenha +2 de [img:shield], todos os atributos aumentados e reinicie sua ação de movimento."
"//druid","","","","","","",""
"PASSIVE_SUPERCROW_NAME","超級烏鴉！","","Supercuervo","Super corbeau&nbsp;!","Superkrähe!","Super-Corvo!","Super Corvo!"
"PASSIVE_SUPERCROW_DESC","你的烏鴉能力會被升級。","","Mejoran las habilidades del cuervo.","Les compétences de votre corbeau sont améliorées.","Deine Krähe hat verbesserte Fähigkeiten.","Le abilità del tuo corvo sono state potenziate.","Seu corvo possui habilidades aprimoradas."
"PASSIVE_SUPERCROW2_DESC","你的烏鴉能力會被升級……兩次！","","Mejoran las habilidades del cuervo ¡dos veces!","Les compétences de votre corbeau sont améliorées... deux fois&nbsp;!","Deine Krähe hat doppelt verbesserte Fähigkeiten.","Le abilità del tuo corvo sono state potenziate... due volte!","Seu corvo possui habilidades aprimoradas... duas vezes!"
"PASSIVE_NATUREGUIDANCE_NAME","自然引導","","Guía de la naturaleza","Force de la nature","Natürliches Wissen","Guida della Natura","Orientação Natural"
"PASSIVE_NATUREGUIDANCE_DESC","友方使魔免疫地格、擊退、荊棘與踐踏造成的傷害。","","Los familiares aliados son inmunes al daño de casillas, de retroceso, de espinas y de pisotón.","Les familiers alliés sont immunisés aux dégâts des cases, de Recul, d'Épines et de Piétinement.","Verbündete Begleiter sind immun gegen Schaden durch Felder, Rückstoß, Dornen und Trampel.","I famigli alleati sono immuni al danno causato dalle caselle, dal contraccolpo, dalle spine e dal calpestamento.","Familiares aliados são imunes contra dano de espaços, empurrões, espinhos e atropelamento."
"PASSIVE_NATUREGUIDANCE2_DESC","友方使魔免疫地格、擊退、荊棘與踐踏造成的傷害。`n你召喚的使魔獲得 +1 神聖護盾。","","Los familiares aliados son inmunes al daño de casillas, de retroceso, de espinas y de pisotón.
Los familiares que genera obtienen +1 de escudo sagrado.","Les familiers alliés sont immunisés aux dégâts des cases, de Recul, d'Épines et de Piétinement. Les familiers qui vous faites apparaître obtiennent Défense divine&nbsp;+1.","Verbündete Begleiter sind immun gegen Schaden durch Felder, Rückstoß, Dornen und Trampel.
Begleiter, die du rufst, erhalten +1&nbsp;Heiliger Schild.","I famigli alleati sono immuni al danno causato dalle caselle, dal contraccolpo, dalle spine e dal calpestamento.
I famigli che generi ottengono +1 Scudo Sacro.","Familiares aliados são imunes contra dano de espaços, empurrões, espinhos e atropelamento.
Familiares gerados por você obtêm +1 de escudo sagrado."
"PASSIVE_POISONIVY_NAME","毒藤","","Hiedra venenosa","Sumac vénéneux","Efeu","Edera Velenosa","Hera Venenosa"
"PASSIVE_POISONIVY_DESC","你與你召喚的使魔都具有劇毒。","","Esta unidad y los familiares que genera infligen envenenamiento.","Vous et vos familiers êtes dans l'état Toxique.","Du und Begleiter, die du rufst, sind Giftig.","Tu e il famiglio che generi avete lo stato Velenoso.","Você e seus familiares possuem venenoso."
"PASSIVE_POISONIVY2_DESC","你與你召喚的使魔都具有劇毒 2。","","Esta unidad y los familiares que genera infligen 2 de envenenamiento.","Vous et vos familiers êtes dans l'état Toxique&nbsp;+2.","Du und Begleiter, die du rufst, haben Giftig&nbsp;2.
","Tu e il famiglio che generi avete lo stato Velenoso 2.","Você e seus familiares possuem venenoso 2."
"PASSIVE_PATHFINDER_NAME","開路先鋒","","Exploración","Pâturage","Pfadfinder","Esplorazione","Bandeirante"
"PASSIVE_PATHFINDER_DESC","你與你召喚的使魔可免費穿越草地格。你行走時會種出草地。","","Esta unidad o los familiares que genera pueden moverse libremente por las casillas de hierba. Planta hierba a medida que se mueve.","Les cases d'herbe n'entravent pas vos déplacements ni ceux de vos familiers. Plante de l'herbe sur votre passage.","Du und Begleiter, die du rufst, können sich kostenlos durch Grasfelder bewegen. Du pflanzt Gras, während du dich bewegst.","Tu e i famigli che generi potete muovervi liberamente sulle caselle d'erba. Pianti erba mentre cammini.","Espaços de grama não diminuem sua velocidade do movimento ou de seus familiares gerados por você. Plante grama ao andar."
"PASSIVE_PATHFINDER2_DESC","你與你召喚的使魔可免費穿越草地格。穿越草地時回復 1 生命。你行走時會種出草地。","","Esta unidad o los familiares que genera pueden moverse libremente por las casillas de hierba. Obtiene +1 PS al moverse por casillas de hierba. Planta hierba a medida que se mueve.","Les cases d'herbe n'entravent pas vos déplacements ni ceux de vos familiers. PV&nbsp;+1&nbsp;quand vous vous déplacez dans l'herbe. Plante de l'herbe sur votre passage.","Du und Begleiter, die du rufst, können sich kostenlos durch Grasfelder bewegen. Erhalte +1&nbsp;LP, während du durch Grasfelder gehst. Du pflanzt Gras, während du dich bewegst.","Tu e i famigli che generi potete muovervi liberamente sulle caselle d'erba. Ottieni +1 ai PS quando ti muovi sulle caselle d'erba. Pianti erba mentre cammini.","Espaços de grama não diminuem sua velocidade do movimento ou de seus familiares gerados por você. Obtenha 1 PV ao se mover por espaços de grama. Plante grama ao andar."
"PASSIVE_EMPTYVESSEL_NAME","空殼","","Recipientes vacíos","Flacons vides","Leere Gefäße","Recipienti Vuoti","Recipientes Vazios"
"PASSIVE_EMPTYVESSEL_DESC","你召喚的使魔獲得 +3 生命回復與 +10 最大生命。","","Los familiares que genere tienen +3 de regeneración de salud y +10 de máximo de salud.","Les familiers que vous faites apparaître ont Régénération de santé&nbsp;+3&nbsp;et PV max.&nbsp;+10.","Begleiter, die du rufst, haben +3&nbsp;Lebensregeneration und +10&nbsp;max. LP.","I famigli che generi hanno +3 a Rigenerazione della Salute e +10 di salute massima.","Familiares gerados por você possuem +3 de regeneração de saúde e +10 de saúde máxima."
"PASSIVE_EMPTYVESSEL2_DESC","你召喚的使魔獲得 +3 生命回復，且生命值無上限。","","Los familiares que genere tienen +3 de regeneración de salud y PS sin límite.","Les familiers que vous faites apparaître ont Régénération de santé&nbsp;+3&nbsp;et n'ont aucune limite de PV.","Begleiter, die du rufst, haben +3&nbsp;Lebensregeneration und keine Obergrenze für LP.","I famigli che generi hanno +3 a Rigenerazione della Salute e PS senza limite massimo.","Familiares gerados por você possuem +3 de regeneração de saúde e saúde sem limite máximo."
"PASSIVE_WILDANIMALS_NAME","野性動物","","Animales salvajes","Animaux sauvages","Wilde Tiere","Animali Selvatici","Animais Selvagens"
"PASSIVE_WILDANIMALS_DESC","你召喚的使魔在出場時，會攻擊其範圍內的隨機敵人。","","Los familiares que genere atacan a un enemigo al azar dentro de su radio de alcance cuando se generan.","Vos familiers attaquent un ennemi aléatoire à leur portée quand vous les invoquez.","Begleiter, die du rufst, greifen einen zufälligen Gegner innerhalb ihrer Reichweite an, wenn sie erscheinen.","I famigli che generi attaccano un nemico casuale nel loro raggio d'azione quando vengono generati.","Familiares gerados por você atacam um inimigo aleatório dentro de seu alcance ao serem gerados."
"PASSIVE_WILDANIMALS2_DESC","你召喚的使魔在出場時，會攻擊其範圍內的隨機敵人，然後額外行動一回合。","","Los familiares que genere atacan a un enemigo al azar dentro de su radio de alcance cuando se generan y luego juegan un turno extra.","Vos familiers attaquent un ennemi aléatoire à leur portée quand vous les invoquez, puis jouent un tour de plus.","Begleiter, die du rufst, greifen einen zufälligen Gegner innerhalb ihrer Reichweite an, wenn sie erscheinen. Anschließend erhalten sie einen zusätzlichen Zug.","I famigli che generi attaccano un nemico casuale nel loro raggio d'azione quando vengono generati, poi effettuano un turno aggiuntivo.","Familiares gerados por você atacam um inimigo aleatório dentro de seu alcance ao serem gerados, e então obtêm um turno adicional."
"PASSIVE_BARKSKIN_NAME","樹皮肌膚","","Piel de corteza","Peau d'écorce","Rindenhaut","Pelle di Corteccia","Pele de Casca"
"PASSIVE_BARKSKIN_DESC","+1 架勢。`n當你受傷時，直到你下回合開始前獲得 +1 臨時架勢。","","+1 de refuerzo.
Al sufrir daño, obtiene +1 de refuerzo temporal hasta el próximo turno.","Garde&nbsp;+1. Quand vous subissez des dégâts, gagnez temporairement Garde&nbsp;+1&nbsp;jusqu'au début de votre prochain tour.","+1&nbsp;Wappnen.
Wenn du Schaden erleidest, erhältst du vorübergehend +1&nbsp;Wappnen bis zum Anfang deines nächsten Zuges.","+1 alla Guardia.
Quando subisci danno, ottieni +1 a Guardia temporanea fino all'inizio del tuo prossimo turno.","+1 de preparação.
Ao sofrer dano, obtenha +1 de preparação temporária até o início do seu próximo turno."
"PASSIVE_BARKSKIN2_DESC","+1 架勢。`n當你受傷時，直到你下回合開始前獲得 +2 臨時架勢與 +2 臨時荊棘。","","+1 de refuerzo.
Al sufrir daño, obtiene +2 de refuerzo temporal y +2 de espinas temporal hasta el próximo turno.","Garde&nbsp;+1. Quand vous subissez des dégâts, gagnez temporairement Garde&nbsp;+2&nbsp;et Épines&nbsp;+2&nbsp;jusqu'au début de votre prochain tour.","+1&nbsp;Wappnen.
Wenn du Schaden erleidest, erhältst du vorübergehend +2&nbsp;Wappnen und +2&nbsp;Dornen bis zum Anfang deines nächsten Zuges.","+1 alla Guardia.
Quando subisci danno, ottieni +2 a Guardia temporanea e +2 Spine temporanee fino all'inizio del tuo prossimo turno.","+1 de preparação.
Ao sofrer dano, obtenha +2 de preparação temporária e +2 de espinhos temporários até o início do seu próximo turno."
