"KEY","en","notes","sp","fr","de","it","pt-br"
"ITEM_URANIUMROD_NAME","鈾棒","","Barra de uranio","Barre d'uranium","Uranstab","Verga di Uranio","Haste de Urânio"
"ITEM_URANIUMROD_DESC","使用：近戰攻擊，施加 -1 [img:con]、中毒 2 與弱點 1。`n每場戰鬥結束時，若你倒地，獲得一個隨機突變。","","Uso: Lanza un ataque cuerpo a cuerpo que inflige -1 [img:con], 2 de veneno y 1 de debilidad.
Al final de cada combate, si esta unidad está abatida, obtiene una mutación al azar.","Utilisation&nbsp;: une attaque au corps à corps qui inflige [img:con] -1, Poison +2&nbsp;et Vulnérabilité 1.
À la fin de chaque combat, si vous êtes K.O., vous gagnez une mutation aléatoire.","Benutzen: Ein Nahkampfangriff, der -1&nbsp;[img:con], Gift&nbsp;2 und Schwäche&nbsp;1 verursacht.
Wenn du am Ende des Kampfes ohnmächtig bist, erhältst du eine zufällige Mutation.","Uso: Un attacco corpo a corpo che infligge -1 alla [img:con], Veleno 2 e Debolezza 1.
Alla fine di ogni battaglia, se sei KO, ottieni una mutazione casuale.","Uso: um ataque corpo-a-corpo que aplica -1 de [img:con], veneno 2 e fraqueza 1.
No final de cada batalha, se você estiver inconsciente, obtenha uma mutação aleatória."
"ITEM_USASHIELD_NAME","美國盾","","Escudo yanqui","Égide états-unienne","USA-Schild","Scudo USA","Escudo EUA"
"ITEM_USASHIELD_DESC","使用：施加暈眩的遠程攻擊。`n[s:.7](每場戰鬥可用一次。)[/s]`n被動：此武器可用時 +2 架勢。","","Uso: Lanza un ataque a distancia que aturde.
[s:.7](Disponible una vez por combate).[/s]
Pasiva: +2 de refuerzo mientras el arma pueda usarse.","Utilisation&nbsp;: une attaque à distance qui inflige Étourdissement.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]
Passif&nbsp;: Garde +2&nbsp;tant que cette arme est utilisable.","Benutzen: Ein Fernkampfangriff, der Betäubung verursacht.
[s:.7](Einmal pro Kampf verwendbar.)[/s]
Passiveffekt: +2&nbsp;Wappnen, während diese Waffe verwendbar ist.","Uso: Un attacco a distanza che infligge Stordimento.
[s:.7](Utilizzabile una volta per battaglia.)[/s]
Abilità Passiva: +2 alla Guardia finché quest'arma è utilizzabile.","Uso: um ataque à distância que aplica atordoamento.
[s:.7](Um uso por batalha.)[/s]
Passivo: +2 de preparação enquanto esta arma puder ser utilizada."
"ITEM_UZI_NAME","衝鋒槍","","Subfusil","Mitrailleuse","Maschinenpistole","Mitragliatrice","Submetralhadora"
"ITEM_UZI_DESC","使用：沿直線連開 5 槍。","","Uso: Dispara 5 proyectiles en línea recta.","Utilisation&nbsp;: tire 5&nbsp;projectiles en ligne droite.","Benutzen: Feuere 5&nbsp;Schüsse in einer geraden Linie.","Uso: Spari 5 colpi in linea retta.","Uso: realize 5 disparos em linha reta."
"ITEM_WHETSTONE_NAME","磨刀石","","Piedra de afilar","Pierre à aiguiser","Schleifstein","Pietra per Affilare","Pedra de Amolar"
"ITEM_WHETSTONE_DESC","使用：本場戰鬥獲得 +1 傷害。","","Uso: Obtiene +1 de daño durante el resto del combate.","Utilisation&nbsp;: Dégâts +1&nbsp;pour le reste du combat.","Benutzen: Erhalte für den Rest des Kampfes +1&nbsp;Schaden.","Uso: Ottieni +1 al Danno per il resto della battaglia.","Uso: obtenha +1 de dano pelo resto da batalha."
"ITEM_ZODIACSSIXSHOOTER_NAME","黃道帶的左輪","","Revólver de Zodiaco","Revolver du Zodiaque","Zodiacs Revolver","Sei Colpi dello Zodiaco","Revólver do Zodíaco"
"ITEM_ZODIACSSIXSHOOTER_DESC","使用：在你視線範圍內任意位置開一槍。`n每當敵人在你視線內結束移動時，會自動使用。`n每場戰鬥結束時裝填。","","Uso: Dispara un proyectil a cualquier parte del campo visual.
Ocurre automáticamente siempre que un enemigo acaba el movimiento en el campo visual.
Se recarga al final de cada combate.","Utilisation&nbsp;: tire un projectile dans votre ligne de mire.
S'utilise automatiquement quand un ennemi termine son déplacement dans votre ligne de mire.
Se recharge à la fin de chaque combat.","Benutzen: Schieße auf etwas in deiner Sichtlinie.
Wird automatisch benutzt, wenn ein Gegner in deiner Sichtlinie stehenbleibt.
Lädt sich am Ende jedes Kampfes nach.","Uso: Spari un colpo in qualsiasi punto del tuo campo visivo.
Usi automaticamente quest'arma ogni volta che un nemico termina il movimento nel tuo campo visivo.
Si ricarica alla fine di ogni battaglia.","Uso: realize um disparo em qualquer lugar dentro do seu campo de visão.
Use esta arma automaticamente sempre que um inimigo finalizar seu movimento dentro do seu campo de visão.
Recarrega-se no final de cada batalha."
"ITEM_THEPACT_NAME","契約","","El Pacto","Le Pacte","Der Pakt","Il Patto","O Pacto"
"ITEM_THEPACT_DESC","使用：永久失去 1 [img:con]，本場戰鬥獲得 +1 [img:str]、+2 [img:dex] 與 +2 [img:spd]。","","Uso: Pierde para siempre 1 [img:con] para obtener +1 [img:str], +2 [img:dex] y +2 [img:spd] durante el resto del combate.","Utilisation&nbsp;: [img:con] -1&nbsp;définitivement, [img:str] +1, [img:dex] +2&nbsp;et [img:spd] +2&nbsp;pour le reste du combat.","Benutzen: Verliere dauerhaft 1&nbsp;[img:con], um +1&nbsp;[img:str], +2&nbsp;[img:dex] und +2&nbsp;[img:spd] für den Rest des Kampfes zu erhalten.","Uso: Perdi permanentemente 1 alla [img:con] per ottenere +1 alla [img:str], +2 alla [img:dex] e +2 alla [img:spd] per il resto della battaglia.","Uso: perca permanentemente 1 de [img:con] para ganhar +1 de [img:str], +2 de [img:dex] e +2 de [img:spd] pelo resto da batalha."
"ITEM_PROBE_NAME","探針","","Sonda","Sonde","Sonde","Sonda","Sonda"
"ITEM_PROBE_DESC","使用：施加魅惑 3。只能從背後命中。","","Uso: Inflige 3 de embrujo. Solo puede golpear por la espalda.","Utilisation&nbsp;: inflige Envoûtement +3. Ne s'effectue que par derrière.","Benutzen: Verursache Charme&nbsp;3. Kann nur von hinten treffen.","Uso: Infliggi Fascino 3. Puoi colpire solo alle spalle.","Uso: aplique feitiço 3. Só pode golpear por trás."
"","","","","","","",""
"//trinkets","","","","","","",""
"ITEM_AAABATTERY_NAME","AAA電池","","Pila AAA","Pile AAA","AAA-Batterie","Batteria AAA","Pilha AAA"
"ITEM_AAABATTERY_DESC","每施放 3 個法術，獲得 +3 充能。","","Cada vez que esta unidad lanza 3 hechizos, obtiene +3 de carga.","Chaque fois que vous lancez 3&nbsp;sorts, vous gagnez Charge +3.","Erhalte jedes Mal +3&nbsp;Ladung, wenn du 3&nbsp;Zauber wirkst.","Ogni volta che lanci 3 incantesimi, ottieni +3 Carica.","A cada 3 encantamentos que você lançar, obtenha +3 cargas."
"ITEM_ANGELWING_NAME","天使之翼","","Ala angelical","Aile angélique","Engelsflügel","Ala d'Angelo","Asa de Anjo"
"ITEM_ANGELWING_DESC","若一次攻擊本會使你倒地，改為將你的生命降至 1。當生命為 1 時，此效果無效。","","Si esta unidad cayera abatida con un ataque, se quedaría con 1 PS. Mientras esté con 1 PS, esto no tiene efecto.","Si une attaque est censée vous mettre K.O., vous conservez 1&nbsp;PV. Tant que vous êtes à 1&nbsp;PV, cet effet ne se déclenche pas.","Behalte 1&nbsp;LP, wenn dich ein Angriff in Ohnmacht fallen lassen würde. Hat keine Wirkung, wenn du 1&nbsp;LP hast.","Un attacco in grado di metterti KO porta invece i tuoi PS a 1. Quando hai 1 PS, non ha alcun effetto.","Se um ataque for deixar você inconsciente, fique com 1 PV ao invés disso. Enquanto você possuir 1 PV, este item não possui nenhum efeito."
"ITEM_ANKH_NAME","生命十字","","Anj","Ânkh","Anch","Ankh","Ankh"
"ITEM_ANKH_DESC","倒地時，每輪結束有 50% 機率以 33% 生命復活。","","Mientras esta unidad está abatida, tiene un 50 % de probabilidad de resucitar con un 33 % de PS al final de cada ronda.","K.O., vous avez 50&nbsp;% de chances d'être réanimé avec 33&nbsp;% de PV à la fin de chaque manche.","Während du ohnmächtig bist, besteht am Ende jeder Runde eine 50%ige Wahrscheinlichkeit, dass du mit 33&nbsp;% LP wiederbelebt wirst.","Mentre sei KO, hai un 50% di probabilità di resuscitare con il 33% di PS alla fine di ogni round.","Enquanto está inconsciente, você possui 50% de chance de reviver com 33% de saúde até o final da rodada."
"ITEM_BAGOFBAGS_NAME","垃圾袋袋","","Saco de bolsas","Sac de sacs","Beutel voller Beutel","Sacco di Sacchi","Saco de Sacolas"
"ITEM_BAGOFBAGS_DESC","使用：在相鄰地格丟出一個垃圾袋。","","Uso: Lanza una bolsa de basura a una casilla adyacente.","Utilisation&nbsp;: lance un sac poubelle sur une case adjacente.","Benutzen: Wirf einen Müllbeutel auf ein benachbartes Feld.","Uso: Lanci un sacco della spazzatura su una casella adiacente.","Uso: jogue um saco de lixo em um espaço adjacente."
"ITEM_BAGOFSEEDS_NAME","種子袋","","Bolsa de semillas","Sac de graines","Beutel mit Samen","Sacco di Semi","Saco de Sementes"
"ITEM_BAGOFSEEDS_DESC","使用：在相鄰地格生成草地、花朵或荊棘叢。","","Uso: Genera hierba, flores o zarzas en una casilla adyacente.","Utilisation&nbsp;: fait apparaître de l'herbe, des fleurs ou des ronces sur une case adjacente.","Benutzen: Lasse Gras, Blumen oder Dornengestrüpp auf einem benachbarten Feld erscheinen.","Uso: Generi erba, fiori o rovi su una casella adiacente.","Uso: gere grama, flores ou espinheiros em um espaço adjacente."
"ITEM_BALLOFBANDAGES_NAME","繃帶球","","Bola de vendas","Boule de pansements","Beutel mit Bandagen","Palla di Bende","Bola de Bandagens"
"ITEM_BALLOFBANDAGES_DESC","每回合結束時清除一層隨機減益。`n+1 生命回復。","","Elimina una acumulación de una desventaja al azar al final de cada turno.
+1 de regeneración de salud.","Dissipe un cumul de malus aléatoire à la fin de chaque tour.
Régénération de PV +1.","Reinige am Ende jedes Zuges einen Stapel einer zufälligen Schwächung.
+1&nbsp;Lebensregeneration.","Rimuovi uno stack di un malus casuale alla fine di ogni turno.
+1 a Rigenerazione Salute.","Purifique uma acumulação de um enfraquecimento aleatório no final de cada turno.
+1 de regeneração de saúde."
"ITEM_BALLOFYARN_NAME","毛線球","","Ovillo de lana","Pelote de laine","Garnknäuel","Gomitolo di Lana","Bola de Lã"
"ITEM_BALLOFYARN_DESC","每場戰鬥開始時召喚一隻被魅惑且帶有全屬性提升 2 的小貓。","","Genera un gatito embrujado con 2 de aumento total al inicio de cada combate.","Invoque un chaton envoûté avec Hausse de stats 2&nbsp;au début de chaque combat.","Rufe am Anfang jedes Kampfes ein freundliches Kätzchen mit einem Bonus von 2 auf alle Attribute.","Generi un Gattino Ammaliato con Aumento delle Statistiche 2 all'inizio di ogni battaglia.","Gere um gatinho enfeitiçado com todos os atributos aumentados 2 no início de cada batalha."
"ITEM_BEESTINGER_NAME","蜂刺","","Aguijón de abeja","Dard d'abeille","Bienenstachel","Pungiglione d'Ape","Ferrão de Abelha"
"ITEM_BEESTINGER_DESC","你的基本攻擊施加中毒 1。","","El ataque básico inflige 1 de veneno.","Votre attaque de base inflige Poison +1.","Dein Grundangriff verursacht Gift&nbsp;1.","Il tuo attacco base infligge Veleno 1.","Seu ataque básico aplica veneno 1."
"ITEM_BINOCULARS_NAME","望遠鏡","","Prismáticos","Jumelles","Fernglas","Binocolo","Binóculo"
"ITEM_BINOCULARS_DESC","+2 射程。","","+2 de alcance.","Portée +2.","+2&nbsp;Reichweite.","+2 al raggio d'azione.","+2 de alcance."
"ITEM_BIRDFEED_NAME","鳥飼料","","Alpiste","Graines pour oiseaux","Vogelfutter","Mangime per Uccelli","Alpiste"
"ITEM_BIRDFEED_DESC","每場戰鬥開始時，額外生成一隻鳥的機率 +50%。","","+50 % de probabilidad de que se genere un pájaro extra al inicio de cada combate.","+50&nbsp;% de chances d'invoquer un oiseau supplémentaire au début de chaque combat.","+50&nbsp;% Wahrscheinlichkeit, dass am Anfang jedes Kampfes ein zusätzlicher Vogel erscheint.","+50% di probabilità che all'inizio di ogni battaglia appaia un uccello aggiuntivo.","50% de chance de um pássaro adicional ser gerado no início da batalha."
"ITEM_BIRDHEAD_NAME","鳥頭","","Cabeza de pájaro","Tête d'oiseau","Vogelkopf","Testa di Uccello","Cabeça de Pássaro"
"ITEM_BIRDHEAD_DESC","你的基本攻擊施加靈魂連結。","","El ataque básico inflige vínculo de alma.","Votre attaque de base inflige Lien spirituel.","Dein Grundangriff verursacht Seelenverbindung.","Il tuo attacco base infligge Collegamento Spirituale.","Seu ataque básico aplica conexão de alma."
"ITEM_BISHOP_NAME","主教","","Alfil","Fou","Bischof","Alfiere","Bispo"
"ITEM_BISHOP_DESC","使用：沿斜線移動任意格數。","","Uso: Esta unidad se mueve cualquier cantidad de casillas en diagonal.","Utilisation&nbsp;: déplacez-vous de n'importe quel nombre de cases en diagonale.","Benutzen: Bewege dich beliebig weit in eine diagonale Richtung.","Uso: Ti muovi di un numero qualsiasi di caselle in diagonale.","Uso: mova-se qualquer quantidade de espaços em uma linha diagonal."
"ITEM_BLINKINGEYEBALL_NAME","眨眼眼球","","Ojo parpadeante","Œil clairvoyant","Blinzelnder Augapfel","Occhio Palpitante","Globo Ocular Piscando"
"ITEM_BLINKINGEYEBALL_DESC","忽略你的視線限制。","","Se anulan las restricciones del campo visual.","Les restrictions de votre ligne de mire sont ignorées.","Beschränkungen durch Sichtlinien werden aufgehoben.","Ignori le restrizioni del tuo campo visivo.","Suas restrições de campo de visão são ignoradas."
"ITEM_BLOODYCOIN_NAME","血腥硬幣","","Moneda sangrienta","Pièce ensanglantée","Blutige Münze","Moneta Insanguinata","Moeda Ensanguentada"
"ITEM_BLOODYCOIN_DESC","使用：擲硬幣。`n正面：重置你的基本攻擊。`n反面：失去 50% 生命。","","Uso: Lanza una moneda.
Cara: Restaura el ataque básico.
Cruz: Pierde un 50 % de PS.","Utilisation&nbsp;: vous lancez une pièce.
Pile&nbsp;: votre attaque de base est réinitialisée.
Face&nbsp;: vous perdez 50&nbsp;% de vos PV.","Benutzen: Wirf eine Münze.
Kopf: Frische deinen Grundangriff auf.
Zahl: Verliere 50&nbsp;% deiner LP.","Uso: Lanci una moneta.
Testa: Ripristini il tuo attacco base.
Croce: Perdi il 50% dei tuoi PS.","Uso: jogue uma moeda.
Cara: reinicie seu ataque básico.
Coroa: perca 50% de sua saúde."
"ITEM_BLOODYRAZOR_NAME","血腥剃刀","","Cuchilla sangrienta","Rasoir ensanglanté","Blutige Rasierklinge","Rasoio Insanguinato","Navalha Ensanguentada"
"ITEM_BLOODYRAZOR_DESC","使用：對自己造成 5 傷害，換取 +3 傷害與 +1 法術傷害。","","Uso: Esta unidad se autoinflige 5 de daño para obtener +3 de daño y +1 de daño mágico.","Utilisation&nbsp;: vous inflige 5&nbsp;dégâts, vous confère Dégâts +3&nbsp;et Dégâts magiques +1.","Benutzen: Füge dir selbst 5&nbsp;Schaden zu und erhalte +3&nbsp;Schaden und +1&nbsp;magischen Schaden.","Uso: Ti autoinfliggi 5 di danno per ottenere +3 al Danno e +1 al Danno Magico.","Uso: cause 5 de dano contra si para obter +3 de dano e +1 de dano mágico."
"ITEM_BODYSPRAY_NAME","體香噴霧","","Espray corporal","Déodorant","Körperspray","Spray Corpo","Spray Corporal"
"ITEM_BODYSPRAY_DESC","","","","","","",""
"ITEM_BONEMARROW_NAME","骨髓","","Médula ósea","Moelle osseuse","Knochenmark","Midollo Osseo","Medula Óssea"
"ITEM_BONEMARROW_DESC","每場戰鬥結束時回滿生命。","","Recupera toda la salud al final de cada combate.","Vous soigne intégralement à la fin de chaque combat.","Heile dich am Anfang jedes Kampfes vollständig.","Ti curi completamente alla fine di ogni battaglia.","Cure-se completamente no final de cada batalha."
"ITEM_BOOK_NAME","書","","Libro","Livre","Buch","Libro","Livro"
"ITEM_BOOK_DESC","","","","","","",""
"ITEM_BRASSKNUCKLES_NAME","指虎","","Nudillos de latón","Poings américains","Schlagring","Tirapugni","Soco Inglês"
"ITEM_BRASSKNUCKLES_DESC","你的基本攻擊施加挫傷 1。","","El ataque básico inflige 1 de moratón.","Votre attaque de base inflige Contusion +1.","Dein Grundangriff verursacht Beulen&nbsp;1.","Il tuo attacco base infligge Livido 1.","Seu ataque básico aplica contusão 1."
"ITEM_BREAKFAST_NAME","早餐","","Desayuno","Petit-déj'","Frühstückchen","Colazione","Café da Manhã"
"ITEM_BREAKFAST_DESC","+2 生命回復。","","+2 de regeneración de salud.","Régénération de PV +2.","+2&nbsp;Lebensregeneration.","+2 a Rigenerazione Salute.","+2 de regeneração de saúde."
"ITEM_BROKENMIRROR_NAME","破鏡","","Espejo roto","Miroir brisé","Zerbrochener Spiegel","Specchio Rotto","Espelho Quebrado"
"ITEM_BROKENMIRROR_DESC","","","","","","",""
"ITEM_BUTTERBEAN_NAME","放屁豆","","Habichuela","Haricot beurre","Mondbohne","Fagiolata","Feijão Manteiga"
"ITEM_BUTTERBEAN_DESC","使用：對相鄰單位放屁，將其擊退 1 格。","","Uso: Le lanza un pedo a una unidad adyacente, que retrocede 1 casilla.","Utilisation&nbsp;: pète sur une unité adjacente, lui infligeant Recul +1.","Benutzen: Furze eine benachbarte Einheit an und stoße sie 1&nbsp;Feld zurück.","Uso: Scoreggi contro un'unità adiacente, respingendola di 1 casella.","Uso: solte um pum em uma unidade adjacente, empurrando-a 1 espaço para trás."
"ITEM_CAMBIONCONCEPTION_NAME","魔胎受孕","","Impura concepción","Conception impure","Dämonische Empfängnis","Concepimento Cambionico","Concepção Inesperada"
"ITEM_CAMBIONCONCEPTION_DESC","使用：召喚一個半尺寸分身，擁有你 66% 屬性並由 AI 控制。","","Uso: Invoca una copia a mitad de tamaño que tiene un 66 % de sus atributos y está controlada por la IA.","Utilisation&nbsp;: invoque un double de vous deux fois plus petit avec 66&nbsp;% de vos stats, contrôlé par l'IA.","Benutzen: Beschwöre eine halb so große Kopie von dir selbst mit 66&nbsp;% deiner Attribute. Die Kopie ist computergesteuert.","Uso: Evochi una tua copia dimezzata con il 66% delle tue statistiche e controllata dall'IA.","Uso: invoque uma cópia sua com a metade do tamanho que possui 66% dos seus atributos e é controlada pelo computador."
"ITEM_CANCER_NAME","癌症","","Cáncer","Cancer","Krebsgeschwür","Cancro","Câncer"
"ITEM_CANCER_DESC","每場戰鬥結束時，三項隨機屬性各 -1，然後獲得一個突變。","","Al final de cada combate, obtiene -1 en tres atributos al azar y luego obtiene una mutación.","À la fin de chaque combat, vous perdez 1&nbsp;point sur 3&nbsp;stats aléatoires, puis vous gagnez une mutation.","Erhalte am Ende jedes Kampfes -1 auf drei zufällige Attribute und eine Mutation.","Alla fine di ogni battaglia, ottieni -1 a tre statistiche casuali, poi subisci una mutazione.","No final de cada batalha, perca -1 em três atributos aleatórios, e então obtenha uma mutação."
"ITEM_CARVINGKNIFE_NAME","雕刻刀","","Cuchillo trinchador","Couteau de découpe","Tranchiermesser","Coltello da Intaglio","Faca de Destrinchar"
"ITEM_CARVINGKNIFE_DESC","使用：承受 2 傷害並生成一個肉塊拾取物。","","Uso: Sufre 2 de daño y genera un recogible de carne.","Utilisation&nbsp;: vous subissez 2&nbsp;dégâts, de la viande apparaît.","Benutzen: Erleide 2&nbsp;Schaden und lasse einen Essensgegenstand erscheinen.","Uso: Subisci 2 di danno e generi un raccoglibile carne.","Uso: sofra 2 de dano e gere um coletável de carne."
"ITEM_CATONINETAILS_NAME","九尾鞭","","Gato de nueve colas","Chat à neuf queues","Neunschwänzige Katze","Gatto a Nove Code","Gato de Nove Caudas"
"ITEM_CATONINETAILS_DESC","使用：承受 1 傷害並清除一個隨機減益。","","Uso: Sufre 1 de daño y elimina una desventaja al azar.","Utilisation&nbsp;: vous subissez 1&nbsp;dégât, dissipe un malus aléatoire.","Benutzen: Erleide 1&nbsp;Schaden und reinige eine zufällige Schwächung.","Uso: Subisci 1 di danno e rimuovi 1 malus casuale.","Uso: sofra 1 de dano e purifique um enfraquecimento aleatório."
"ITEM_CATRIB_NAME","貓肋骨","","Costilla de gato","Côte de chat","Katzenrippe","Costola di Gatto","Costela de Gato"
"ITEM_CATRIB_DESC","當你的屍體被摧毀時，你會以小貓型態重生！","","Cuando destrozan su cadáver, esta unidad renace como gatito.","Quand votre corps est détruit, vous vous réincarnez en chaton&nbsp;!","Wenn dein Körper zerstört wird, wirst du als Kätzchen wiedergeboren!","Quando il tuo corpo viene distrutto, rinasci come gattino!","Quando seu corpo é destruído, você renasce como um gatinho!"
"ITEM_CHARONSOBAL_NAME","卡戎的渡資","","Óbolo de Caronte","Obole de Charon","Charons Obolus","Obolo di Caronte","Óbolo de Caronte"
"ITEM_CHARONSOBAL_DESC","+6 屍體生命。你倒地時會召喚一隻被魅惑的死神。","","+6 de salud de cadáver. Genera una parca embrujada cuando esta unidad está abatida.","PV de cadavre +6. Quand vous êtes K.O., un faucheur envoûté est invoqué.","+6&nbsp;Leichenlebenspunkte. Ein freundlicher Schnitter erscheint, wenn du in Ohnmacht fällst.","+6 salute del cadavere. Se sei KO, generi un Mietitore Ammaliato.","+6 de saúde de cadáver. Invoca um ceifador enfeitiçado quando você fica inconsciente."
"ITEM_CHUPACABRATONGUE_NAME","吸血怪舌","","Lengua del Chupacabras","Langue du Chupacabra","Chupacabrazunge","Lingua di Chupacabra","Língua de Chupacabra"
"ITEM_CHUPACABRATONGUE_DESC","你的基本攻擊具有吸血。","","El ataque básico tiene robavida.","Votre attaque de base inflige Vol de vie.","Dein Grundangriff saugt Leben ab.","Il tuo attacco base ha Rubavita.","Seu ataque básico possui roubo de vida."
"ITEM_COINPURSE_NAME","零錢包","","Monedero","Porte-monnaie","Münzbeutel","Borsellino","Bolsa de Moedas"
"ITEM_COINPURSE_DESC","當你收集硬幣拾取物時，額外獲得 +1 枚硬幣。`n每場戰鬥結束額外找到一枚硬幣。","","Al llevarse un recogible de moneda, obtiene +1 moneda.
Encuentra otra moneda más al final de cada combate.","Quand vous ramassez une pièce, vous obtenez 1&nbsp;pièce supplémentaire.
Vous obtenez une pièce bonus à la fin de chaque combat.","Erhalte +1&nbsp;Münze, wenn du Münzen einsammelst.
Finde am Anfang jedes Kampfes eine zusätzliche Münze.","Quando prendi un raccoglibile moneta, ottieni +1 moneta.
Trovi una moneta aggiuntiva alla fine di ogni battaglia","Ao pegar um coletável de moeda, obtenha +1 moeda.
Encontre uma moeda adicional no final de cada batalha."
"ITEM_CONDUCTOR_NAME","導體","","Conductor","Conducteur","Leiter","Conduttore","Condutor"
"ITEM_CONDUCTOR_DESC","你造成的電屬性傷害提高 1，且暈眩機率 +10%。","","El daño del elemento eléctrico aumenta en 1 y tiene un 10 % más de probabilidad de aturdir.","Dégâts électriques +1, Chances d'infliger Étourdissement +10&nbsp;%.","Dein elektrischer Schaden wird um 1 erhöht und verfügt über +10&nbsp;% Wahrscheinlichkeit, Betäubung zu verursachen.","Il tuo danno da elemento elettrico aumenta di 1 e ha un 10% di probabilità di infliggere Stordimento.","Seu dano do elemento elétrico é aumentado em 1 e possui +10% de chance de atordoar."
"ITEM_COOKBOOK_NAME","食譜","","Recetario","Livre de cuisine","Kochbuch","Ricettario","Livro de Receitas"
"ITEM_COOKBOOK_DESC","當你擊殺單位或摧毀屍體時，該目標會變成肉塊。","","Al matar a una unidad o destruir un cadáver, se convierte en carne.","Se change en viande quand vous tuez une unité ou détruisez un cadavre.","Wenn du eine Einheit tötest oder eine Leiche zerstört, wird sie zu Fleisch.","Quando uccidi un'unità o distruggi un cadavere, questo diventa carne.","Ao matar uma unidade ou destruir um corpo, eles se tornam carne."
"ITEM_COUNTERFEITCOIN_NAME","偽造硬幣","","Moneda falsa","Fausse monnaie","Gefälschte Münze","Moneta Contraffatta","Moeda Falsa"
"ITEM_COUNTERFEITCOIN_DESC","使用：擲硬幣。`n正面：獲得 5 枚硬幣。`n反面：失去 5 枚硬幣。","","Uso: Lanza una moneda.
Cara: Obtiene 5 monedas.
Cruz: Pierde 5 monedas.","Utilisation&nbsp;: vous lancez une pièce.
Face&nbsp;: vous gagnez 5&nbsp;pièces.
Pile&nbsp;: vous perdez 5&nbsp;pièces.","Benutzen: Wirf eine Münze.
Kopf: Erhalte 5&nbsp;Münzen.
Zahl: Verliere 5&nbsp;Münzen.","Uso: Lanci una moneta.
Testa: Guadagni 5 monete.
Croce: Perdi 5 monete.","Uso: jogue uma moeda.
Cara: ganhe 5 moedas.
Coroa: perca 5 moedas."
"ITEM_D6_NAME","D6骰","","D6","D6","Sechsseitiger Würfel","D6","D6"
"ITEM_D6_DESC","升級時你可以重擲選項。","","Puede cambiar al azar las opciones al subir de nivel.","Vous pouvez tirer de nouvelles options quand vous montez de niveau.","Du kannst deine Auswahlmöglichkeiten neu generieren, wenn du ein Level aufsteigst.","Puoi modificare le tue opzioni quando sali di livello.","Você pode rolar novamente suas opções ao subir de nível."
"ITEM_DREAMCATCHER_NAME","捕夢網","","Atrapasueños","Attrape-rêves","Traumfänger","Acchiappasogni","Apanhador de Sonhos"
"ITEM_DREAMCATCHER_DESC","每當你入睡時，獲得全屬性提升、回滿法力，並治療一個隨機傷勢。","","Cuando esta unidad se queda dormida, obtiene aumento total, recupera todo el maná y se cura una lesión al azar.","Chaque fois que vous vous endormez&nbsp;: Hausse de stats, mana entièrement restauré, une blessure aléatoire est soignée.","Immer, wenn du einschläfst, erhältst du einen Bonus auf alle Attribute, stellst dein Mana vollständig wieder her und heilst eine zufällige Verletzung.","Ogni volta che ti addormenti, ottieni Aumento delle Statistiche, recuperi tutto il tuo mana e guarisci da una ferita casuale.","Sempre que você adormece, obtenha todos os atributos aumentados, restaure toda a sua mana e cure um ferimento aleatório."
"ITEM_DRUIDSWHISTLE_NAME","德魯伊哨子","","Silbato de druida","Sifflet du druide","Druidenpfeife","Fischietto del Druido","Apito de Druida"
"ITEM_DRUIDSWHISTLE_DESC","使用：在相鄰地格召喚一隻隨機動物使魔。`n[s:.7](每場戰鬥可用一次。)[/s]","","Uso: Genera un familiar animal al azar en una casilla adyacente.
[s:.7](Disponible una vez por combate).[/s]","Utilisation&nbsp;: invoque un familier aléatoire sur une case adjacente.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Lasse einen zufälligen Tierbegleiter auf einem benachbarten Feld erscheinen.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Generi un famiglio animale casuale su una casella adiacente.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Use: gere um familiar animal aleatório em um espaço adjacente.
[s:.7](Um uso por batalha.)[/s]"
"ITEM_DUMBELL_NAME","啞鈴","","Mancuerna","Haltère","Hantel","Manubrio","Anilha"
"ITEM_DUMBELL_DESC","","","","","","",""
"ITEM_DYBBUKSRIB_NAME","迪布克肋骨","","Costilla de Dybbuk","Côte de Dibbouk","Rippe des Dibbuk","Costola di Dybbuk","Costela de Dybbuk"
"ITEM_DYBBUKSRIB_DESC","每場戰鬥開始時魅惑一名隨機敵人。","","Inflige embrujo a un enemigo al azar al inicio de cada combate.","Envoûte un ennemi aléatoire au début de chaque combat.","Verursache am Anfang jedes Kampfes bei einem zufälligen Gegner Charme.","Affascini un nemico casuale all'inizio di ogni battaglia.","Enfeitice um inimigo aleatório no início de cada batalha."
"ITEM_EGGSACK_NAME","卵囊","","Saco arácnido","Tas d'œufs","Eiersack","Sacco di Uova","Saco de Ovos"
"ITEM_EGGSACK_DESC","使用：在範圍內生成蜘蛛幼體。","","Uso: Genera arañitas en un área.","Utilisation&nbsp;: invoque de jeunes araignées dans la zone ciblée.","Benutzen: Lässt Spinnenlinge in einem bestimmten Bereich erscheinen.","Uso: Generi dei Ragnetti in un'area.","Uso: gere aranhinhas em uma área."
"ITEM_ELECTRICCOIN_NAME","電流硬幣","","Moneda eléctrica","Pièce électrisante","Elektrische Münze","Moneta Elettrica","Moeda Elétrica"
