"KEY","en","notes","sp","fr","de","it","pt-br"
"WORLDEVENT_PARTY_GREW_OLD","全隊都變得年老而疲憊！","","¡Todo el grupo se ha hecho mayor y ya no tiene fuerzas!","L'équipe entière est devenue vieille et épuisée&nbsp;!","Die gesamte Gruppe ist alt und gebrechlich geworden!","L'intero gruppo è diventato vecchio e stanco!","Todo o grupo envelheceu!"
"","","","","","","",""
"HOUSE_INTERSTITIAL_STARVED","{Catname} 餓死了！","","¡{Catname} se ha muerto de hambre!","{Catname} est mort de faim&nbsp;!","{Catname} ist verhungert!","","{Catname} morreu de fome!"
"HOUSE_INTERSTITIAL_STARVED_M","","","","","","{Catname} è morto di fame!",""
"HOUSE_INTERSTITIAL_STARVED_F","","","","","","{Catname} è morta di fame!",""
"HOUSE_INTERSTITIAL_STARVED_N","","","","","","{Catname} ha cessato di vivere a causa della fame!",""
"HOUSE_INTERSTITIAL_STARVING","食物不足，有些貓正在挨餓。","","No hay comida suficiente; algunos gatos se están muriendo de hambre.","Nourriture insuffisante. Certains chats meurent de faim.","Du hast nicht genug Futter. Deine Katzen haben Hunger.","Non c'è abbastanza cibo, alcuni gatti stanno morendo di fame.","Não há comida suficiente. Alguns gatos estão passando fome."
"HOUSE_INTERSTITIAL_CANNIBALISM","你的貓正在挨餓，
為了生存只好開始吃死去的貓！","","Tus gatos se están muriendo de hambre ¡y han tenido que comer gatos muertos para sobrevivir!","Affamés, vos chats ont eu recours au cannibalisme pour rester en vie&nbsp;!","Deine Katzen haben Hunger und fressen tote Katzen, um zu überleben!","I tuoi gatti stanno morendo di fame e sono costretti a mangiare gatti morti per sopravvivere!","Seus gatos estão passando fome e começaram a comer gatos mortos para sobreviver!"
"HOUSE_INTERSTITIAL_EATPOOP","你的貓正在挨餓，
為了生存只好開始吃糞便！","","Tus gatos se están muriendo de hambre ¡y han tenido que comer caca para sobrevivir!","Affamés, vos chats ont dû se résoudre à manger des excréments pour survivre&nbsp;!","Deine Katzen haben Hunger und fressen ihre Häufchen, um zu überleben!","I tuoi gatti stanno morendo di fame e sono costretti a mangiare cacca per sopravvivere!","Seus gatos estão passando fome e começaram a comer cocô para sobreviver!"
"HOUSE_INTERSTITIAL_BREED","{Catname1} {gendericon1} 和 {Catname2} {gendericon2} 親熱了...","","{Catname1} {gendericon1} se lo ha montado con {Catname2} {gendericon2}...","{Catname1} {gendericon1} a conclu avec {Catname2} {gendericon2}...","{Catname1}&nbsp;{gendericon1} treibt es mit {Catname2}&nbsp;{gendericon2}&nbsp;…","{Catname1} {gendericon1} ha iniziato a darsi da fare con {Catname2} {gendericon2}...","{Catname1} {gendericon1} mandou ver com {Catname2} {gendericon2}..."
"HOUSE_INTERSTITIAL_BREED_PG","{Catname1} {gendericon1} 和 {Catname2} {gendericon2} 湊在一起了...","","{Catname1} {gendericon1} se ha juntado con {Catname2} {gendericon2}...","{Catname1} {gendericon1} est passé à l'acte avec {Catname2} {gendericon2}...","{Catname1}&nbsp;{gendericon1} hat {Catname2}&nbsp;{gendericon2} ganz doll lieb&nbsp;…","{Catname1} {gendericon1} si sta divertendo con {Catname2} {gendericon2}...","{Catname1} {gendericon1} dormiu com {Catname2} {gendericon2}..."
"HOUSE_INTERSTITIAL_BREED_RESULT_KITTEN","並生下了一隻小貓！","these show up on a newline after the ""catname got it on with..."" string after a delay","¡y han tenido un gatito!","et ils ont eu un chaton&nbsp;!","und sie bekommen ein Kätzchen!","e ha generato un gattino!","e fez um filhote!"
"HOUSE_INTERSTITIAL_BREED_RESULT_TWINS","並生下了兩隻小貓！","","¡y han tenido dos gatitos!","et ils ont eu deux chatons&nbsp;!","und sie bekommen zwei Kätzchen!","e ha generato due gattini!","e fez dois filhotes!"
"HOUSE_INTERSTITIAL_BREED_RESULT_NONE","但沒有生下小貓。","","sin tener ningún gatito.","mais aucun chaton n'a été conçu.","aber sie bekommen kein Kätzchen.","ma non è nato nessun gattino.","mas nenhum filhote foi feito."
"HOUSE_INTERSTITIAL_REJECTED","{Catname1} {gendericon1} 想和 {Catname2} {gendericon2} 親熱...","","{Catname1} {gendericon1} quería montárselo con {Catname2} {gendericon2}...,","{Catname1} {gendericon1} avait envie de conclure avec {Catname2} {gendericon2}...","{Catname1}&nbsp;{gendericon1} will es mit {Catname2}&nbsp;{gendericon2} treiben&nbsp;…","{Catname1} {gendericon1} voleva darsi da fare con {Catname2} {gendericon2}...","{Catname1} {gendericon1} queria mandar ver com {Catname2} {gendericon2}..."
"HOUSE_INTERSTITIAL_REJECTED_PG","{Catname1} {gendericon1} 想和 {Catname2} {gendericon2} 在一起...","","{Catname1} {gendericon1} quería juntarse con {Catname2} {gendericon2}...,","{Catname1} {gendericon1} avait envie de passer à l'acte avec {Catname2} {gendericon2}...","{Catname1}&nbsp;{gendericon1} hat {Catname2}&nbsp;{gendericon2} ganz doll lieb&nbsp;…","{Catname1} {gendericon1} voleva accoppiarsi con {Catname2} {gendericon2}...","{Catname1} {gendericon1} queria dormir com {Catname2} {gendericon2}..."
"HOUSE_INTERSTITIAL_REJECTED2","但 {Catname2} {gendericon2} 並不買單。","","pero a {Catname2} {gendericon2} no le apetecía.","mais {Catname2} {gendericon2} n'était pas d'humeur.","aber {Catname2} {gendericon2} hat kein Interesse.","ma {Catname2} {gendericon2} non era dello stesso avviso.","mas {Catname2} {gendericon2} não estava com vontade."
"HOUSE_INTERSTITIAL_FIGHT","{Catname1} 和 {Catname2} 打了起來！","","¡{Catname1} se ha peleado con {Catname2}!","{Catname1} s'est battu avec {Catname2}&nbsp;!","{Catname1} kämpft mit {Catname2}!","{Catname1} ha iniziato a combattere con {Catname2}!","{Catname1} começou uma briga com {Catname2}!"
"HOUSE_INTERSTITIAL_FIGHT_RESULT_WIN","{Catname} 贏得了戰鬥，並獲得 {statchanges} 作為獎勵！","","{Catname} ha ganado la pelea ¡y ha obtenido {statchanges}!","{Catname} a remporté le combat et a gagné {statchanges}&nbsp;!","{Catname} hat gewonnen und erhält {statchanges}!","{Catname} ha vinto il combattimento e ha ottenuto {statchanges} come ricompensa!","{Catname} ganhou a briga e obteve {statchanges}!"
"HOUSE_INTERSTITIAL_FIGHT_RESULT_WIN_M","","","","","","",""
"HOUSE_INTERSTITIAL_FIGHT_RESULT_WIN_F","","","","","","",""
"HOUSE_INTERSTITIAL_FIGHT_RESULT_WIN_N","","","","","","",""
"HOUSE_INTERSTITIAL_FIGHT_RESULT_TIE","沒有人獲勝。","","No ha ganado nadie.","Aucun des deux n'en est sorti vainqueur.","Es gab keinen Gewinner.","Non ha vinto nessuno.","Ninguém venceu."
"HOUSE_INTERSTITIAL_FIGHT_RESULT_INJURY","{Catname} 受到了 {injury}。","","{Catname} se ha lesionado: {injury}.","{Catname} a subi {injury}.","{Catname} erleidet: {injury}.","{Catname} ha subito la ferita '{injury}'.","{Catname} sofreu {injury}."
"HOUSE_INTERSTITIAL_FIGHT_RESULT_INJURY_M","","","","","","",""
"HOUSE_INTERSTITIAL_FIGHT_RESULT_INJURY_F","","","","","","",""
"HOUSE_INTERSTITIAL_FIGHT_RESULT_INJURY_N","","","","","","",""
"HOUSE_INTERSTITIAL_FIGHT_RESULT_LOSE","{Catname} 被痛打一頓，但沒有留下永久傷勢。","","{Catname} se ha llevado una buena paliza, pero no ha sufrido ninguna lesión permanente.","{Catname} s'est fait passer à tabac, mais sans séquelles permanentes.","{Catname} hat verloren, wurde aber nicht weiter verletzt.","{Catname} le ha prese di brutto, ma non ha riportato ferite permanenti.","{Catname} levou uma surra, mas não sofreu ferimentos permanentes."
"HOUSE_INTERSTITIAL_FIGHT_RESULT_LOSE_M","","","","","","",""
"HOUSE_INTERSTITIAL_FIGHT_RESULT_LOSE_F","","","","","","",""
"HOUSE_INTERSTITIAL_FIGHT_RESULT_LOSE_N","","","","","","",""
"HOUSE_INTERSTITIAL_FIGHT_RESULT_DIE","{Catname} 死亡了！","","¡{Catname} ha muerto!","{Catname} est mort&nbsp;!","{Catname} ist gestorben!","","{Catname} morreu!"
"HOUSE_INTERSTITIAL_FIGHT_RESULT_DIE_M","","","","","","{Catname} è morto!",""
"HOUSE_INTERSTITIAL_FIGHT_RESULT_DIE_F","","","","","","{Catname} è morta!",""
"HOUSE_INTERSTITIAL_FIGHT_RESULT_DIE_N","","","","","","{Catname} ha perso la vita!",""
"HOUSE_INTERSTITIAL_MUTATION","{Catname} 進化了！","","¡{Catname} ha evolucionado!","{Catname} a évolué&nbsp;!","{Catname} hat sich entwickelt!","","{Catname} evoluiu!"
"HOUSE_INTERSTITIAL_MUTATION_M","","","","","","{Catname} si è evoluto!",""
"HOUSE_INTERSTITIAL_MUTATION_F","","","","","","{Catname} si è evoluta!",""
"HOUSE_INTERSTITIAL_MUTATION_N","","","","","","{Catname} ha subito un'evoluzione!",""
"HOUSE_INTERSTITIAL_CURE_DISORDER","{Catname} 失去了 {disorder}！","","{Catname} ya no tiene esto: ¡{disorder}!","{Catname} ne subit plus {disorder}&nbsp;!","{Catname} leidet nicht mehr unter {disorder}!","{Catname} ha perso il disturbo '{disorder}'!","{Catname} não está mais sofrendo {disorder}!"
"HOUSE_INTERSTITIAL_CURE_DISORDER_M","","","","","","",""
"HOUSE_INTERSTITIAL_CURE_DISORDER_F","","","","","","",""
"HOUSE_INTERSTITIAL_CURE_DISORDER_N","","","","","","",""
"HOUSE_INTERSTITIAL_CURE_INJURY","{Catname} 的 {injury} 奇蹟般痊癒了！","","{Catname} se ha recuperado milagrosamente de esto: ¡{injury}!","{Catname} a perdu {injury}&nbsp;!","{injury} von {Catname} wurde wie durch ein Wunder geheilt!","La ferita '{injury}' di {Catname} è miracolosamente guarita!","O ferimento {injury} de {Catname's} foi curado milagrosamente!"
"HOUSE_INTERSTITIAL_CURE_INJURY_M","","","","","","",""
"HOUSE_INTERSTITIAL_CURE_INJURY_F","","","","","","",""
"HOUSE_INTERSTITIAL_CURE_INJURY_N","","","","","","",""
"HOUSE_INTERSTITIAL_GAIN_DISORDER","{Catname} 獲得了 {disorder}！","","{Catname} ha desarrollado esto: ¡{disorder}!","{Catname} a subi {disorder}&nbsp;!","{Catname} hat {disorder} erlitten!","{Catname} ha contratto il disturbo '{disorder}'!","{Catname} está sofrendo {disorder}!"
"HOUSE_INTERSTITIAL_GAIN_DISORDER_M","","","","","","",""
"HOUSE_INTERSTITIAL_GAIN_DISORDER_F","","","","","","",""
"HOUSE_INTERSTITIAL_GAIN_DISORDER_N","","","","","","",""
"HOUSE_INTERSTITIAL_BECOME_OLD","{Catname} 變得年老而疲憊。","","{Catname} se ha hecho mayor y ya no tiene fuerzas.","{Catname} est devenu vieux et épuisé.","{Catname} ist alt und gebrechlich geworden.","","{Catname} envelheceu."
"HOUSE_INTERSTITIAL_BECOME_OLD_M","","","","","","{Catname} è invecchiato e stanco.",""
"HOUSE_INTERSTITIAL_BECOME_OLD_F","","","","","","{Catname} è invecchiata e stanca.",""
"HOUSE_INTERSTITIAL_BECOME_OLD_N","","","","","","{Catname} soffre a causa di vecchiaia e stanchezza.",""
"HOUSE_INTERSTITIAL_DIE_OLD_AGE","{Catname} 因年老而死。","","{Catname} era muy mayor y ha muerto.","{Catname} est mort de vieillesse.","{Catname} ist an Altersschwäche gestorben.","","{Catname} morreu de velhice."
"HOUSE_INTERSTITIAL_DIE_OLD_AGE_M","","","","","","{Catname} è morto di vecchiaia.",""
"HOUSE_INTERSTITIAL_DIE_OLD_AGE_F","","","","","","{Catname} è morta di vecchiaia.",""
"HOUSE_INTERSTITIAL_DIE_OLD_AGE_N","","","","","","La vecchiaia ha avuto la meglio su {Catname}.",""
"HOUSE_INTERSTITIAL_CALM","夜晚平靜無事，沒有任何值得一提的事發生。","","La noche ha sido tranquila. No ha ocurrido nada destacable.","La nuit se déroula paisiblement, sans que rien de notable ne se produise.","Die Nacht war ruhig. Es ist nichts Besonderes passiert.","La notte è stata tranquilla. Non è successo nulla di significativo.","A noite foi calma. Nada digno de nota ocorreu."
"HOUSE_INTERSTITIAL_BUTTON_OK","確定","","Vale","OK","Ok","Ok","Ok"
"HOUSE_INTERSTITIAL_BUTTON_CONTINUE",">>>","",">>>",">>>",">>>",">>>",">>>"
"HOUSEBOSS_COUNTDOWN","{amount} 天","","{amount} días","{amount} jours","{amount}&nbsp;Tage","{amount} giorni","{amount} dias"
"HOUSEBOSS_COUNTDOWN_TOMORROW","明天！","","¡Mañana!","Demain&nbsp;!","Morgen!","Domani!","Amanhã!"
"HOUSEBOSS_COUNTDOWN_TODAY","!!!","","¡!","!!!","!!!","!!!","!!!"
"HOUSE_BUTTON_ENDDAY","結束今日","","Terminar día","Fin de journée","Tag beenden","Fine giornata","Finalizar Dia"
"HOUSE_BUTTON_DEPART","出發！","","Partir","À l'aventure&nbsp;!","Aufbrechen!","Partenza!","Partir!"
"HOUSE_DATE_FORMAT","{weekday} {month} {day}","ex ""Fr Jan 19"", text box to display this is small","{weekday} {day} {month}","{weekday} {day} {month}","{weekday}, {day}. {month}","{weekday} {day} {month}","{weekday}, {day} de {month}"
"HOUSE_DATE_FORMAT_WITHYEAR","{weekday} {month} {day}，第 {year} 年","year shows as Year 0, Year 1, Year 2, etc. year since game began, not calendar year","{weekday} {day} {month}, año {year}","{weekday} {day} {month}, an {year}","{weekday}, {day}. {month}, Jahr {year}","{weekday} {day} {month}, Anno {year}","{weekday}, {day} de {month}, ano {year}"
"HOUSE_DATE_MONDAY","週一","","Lu","Lu","Mo","Lu","Seg"
"HOUSE_DATE_TUESDAY","週二","","Ma","Ma","Di","Ma","Ter"
"HOUSE_DATE_WEDNESDAY","週三","","Mi","Me","Mi","Me","Qua"
"HOUSE_DATE_THURSDAY","週四","","Ju","Je","Do","Gi","Qui"
"HOUSE_DATE_FRIDAY","週五","","Vi","Ve","Fr","Ve","Sex"
"HOUSE_DATE_SATURDAY","週六","","Sa","Sa","Sa","Sa","Sáb"
"HOUSE_DATE_SUNDAY","週日","","Do","Di","So","Do","Dom"
"HOUSE_DATE_JAN","1月","","Ene","Jan","Jan","Gen","Jan"
"HOUSE_DATE_FEB","2月","","Feb","Fév","Feb","Feb","Fev"
"HOUSE_DATE_MAR","3月","","Mar","Mar","Mär","Mar","Mar"
"HOUSE_DATE_APR","4月","","Abr","Avr","Apr","Apr","Abr"
"HOUSE_DATE_MAY","5月","","May","Mai","Mai","Mag","Mai"
"HOUSE_DATE_JUN","6月","","Jun","Jun","Jun","Giu","Jun"
"HOUSE_DATE_JUL","7月","","Jul","Jul","Jul","Lug","Jul"
"HOUSE_DATE_AUG","8月","","Ago","Aoû","Aug","Ago","Ago"
"HOUSE_DATE_SEP","9月","","Sep","Sep","Sep","Set","Set"
"HOUSE_DATE_OCT","10月","","Oct","Oct","Okt","Ott","Out"
"HOUSE_DATE_NOV","11月","","Nov","Nov","Nov","Nov","Nov"
"HOUSE_DATE_DEC","12月","","Dic","Déc","Dez","Dic","Dez"
"HOUSE_FURNITURE_STAT_COMFORT","{amount} [img:comfort] 舒適","","{amount} [img:comfort] Comodidad","[img:comfort] Bien-être&nbsp;: {amount}","{amount} [img:comfort] Komfort","{amount} [img:comfort] Comfort","{amount} de [img:comfort] conforto"
"HOUSE_FURNITURE_STAT_STIMULATION","{amount} [img:stimulation] 刺激","","{amount} [img:stimulation] Estimulación","[img:stimulation] Stimulation&nbsp;: {amount}","{amount} [img:stimulation] Stimulation","{amount} [img:stimulation] Stimolazione","{amount} de [img:stimulation] estimulação"
"HOUSE_FURNITURE_STAT_APPEAL","{amount} [img:appeal] 吸引力","","{amount} [img:appeal] Atractivo","[img:appeal] Attractivité&nbsp;: {amount}","{amount} [img:appeal] Reiz","{amount} [img:appeal] Attrattiva","{amount} de [img:appeal] apelo"
"HOUSE_FURNITURE_STAT_HEALTH","{amount} [img:health] 生命","","{amount} [img:health] Salud","[img:health] Santé&nbsp;: {amount}","{amount} [img:health] Gesundheit","{amount} [img:health] Salute","{amount} de [img:health] saúde"
"HOUSE_FURNITURE_STAT_MUTATION","{amount} [img:evolution] 突變","","{amount} [img:evolution] Mutación","[img:evolution] Mutation&nbsp;: {amount}","{amount} [img:evolution] Mutation","{amount} [img:evolution] Mutazione","{amount} de [img:evolution] mutação"
"HOUSE_STORAGE_NAME","儲物","","Almacén","Rangement","Lager","Deposito","Armazenamento"
"HOUSE_QUEST_STORAGE_NAME","任務道具","","Objetos de misión","Objets de quête","Questgegenstände","Oggetti missione","Itens de Missões"
"HOUSE_TRASH_NAME","垃圾","","Basura","Poubelle","Müll","Cestino","Lixeira"
"HOUSE_TRASH_SUBTITLE","（將於
一天結束時清空）","","(se vaciará
al final del día)","(elle sera vidée
en fin de journée)","(wird am Ende des
Tages geleert)","(sarà svuotato alla 
fine della giornata)","(é esvaziada no fim do dia)"
"HOUSE_CAT_INFO_LOWAGGRO","低侵略性","","Agresividad baja","Agressivité basse","Niedrige Aggressivität","Bassa aggressività","Agressão baixa"
"HOUSE_CAT_INFO_MIDAGGRO","中等侵略性","","Agresividad media","Agressivité modérée","Mittlere Aggressivität","Media aggressività","Agressão média"
"HOUSE_CAT_INFO_HIGHAGGRO","高侵略性","","Agresividad alta","Agressivité élevée","Hohe Aggressivität","Alta aggressività","Agressão alta"
"HOUSE_CAT_INFO_LOWLIBIDO","低性慾","","Libido baja","Libido basse","Niedrige Libido","Bassa libido","Libido baixa"
"HOUSE_CAT_INFO_MIDLIBIDO","中等性慾","","Libido media","Libido modérée","Mittlere Libido","Media libido","Libido média"
"HOUSE_CAT_INFO_HIGHLIBIDO","高性慾","","Libido alta","Libido élevée","Hohe Libido","Alta libido","Libido alta"
"HOUSE_CAT_INFO_INBRED0","無近親","","Endogamia nula","Non consanguin","Keine Inzucht","Consanguineità assente","Sem consanguinidade"
"HOUSE_CAT_INFO_INBRED1","輕度近親","","Endogamia ligera","Légèrement consanguin","Niedrige Inzucht","Consanguineità leggera","Consanguinidade baixa"
"HOUSE_CAT_INFO_INBRED2","中度近親","","Endogamia moderada","Modérément consanguin","Mittlere Inzucht","Consanguineità moderata","Consanguinidade moderada"
"HOUSE_CAT_INFO_INBRED3","高度近親","","Endogamia elevada","Fortement consanguin","Hohe Inzucht","Consanguineità alta","Consanguinidade alta"
"HOUSE_CAT_INFO_INBRED4","極度近親","","Endogamia extrema","Extrêmement consanguin","Extreme Inzucht","Consanguineità estrema","Consanguinidade extrema"
"HOUSE_CAT_INFO_LOVER","喜歡 {Catname}","","Quiere a {Catname}","Aime {Catname}","Liebt {Catname}","Ama {Catname}","Ama {Catname}"
"HOUSE_CAT_INFO_LOVER_M","","","","","","",""
"HOUSE_CAT_INFO_LOVER_F","","","","","","",""
"HOUSE_CAT_INFO_LOVER_N","","","","","","",""
"HOUSE_CAT_INFO_RIVAL","討厭 {Catname}","","Odia a {Catname}","Déteste {Catname}","Hasst {Catname}","Odia {Catname}","Odeia {Catname}"
"HOUSE_CAT_INFO_RIVAL_M","","","","","","",""
"HOUSE_CAT_INFO_RIVAL_F","","","","","","",""
"HOUSE_CAT_INFO_RIVAL_N","","","","","","",""
"HOUSE_CAT_INFO_AGE","年齡 {age}","","Edad: {age}","{age}","Alter {age}","Età: {age}","Idade: {age}"
"HOUSE_CAT_INFO_HP","生命：","","PS:","PV&nbsp;:","LP:","PS:","PV:"
"HOUSE_CAT_INFO_LEVEL","等級","","Nv.","Niv.","Lv.","Liv:","Nv."
"HOUSE_CAT_INFO_OLD","年老","","viejo","ans","alt","vecchio",""
"HOUSE_CAT_INFO_STR_NAME","[img:str]力量","","[img:str]Fuerza","[img:str]Force","[img:str]Stärke","[img:str]Forza","[img:str]Força"
"HOUSE_CAT_INFO_STR_DESC","力量會影響近戰攻擊與近戰能力傷害。","","La fuerza afecta al daño de los ataques y las habilidades cuerpo a cuerpo.","La force affecte les dégâts des attaques et compétences au corps à corps.","Stärke wirkt sich auf den Schaden von Nahkampfangriffen und -fähigkeiten aus.","La forza influenza l'attacco corpo a corpo e il danno delle abilità corpo a corpo.","A força afeta o dano de ataques e habilidades corpo-a-corpo."
"HOUSE_CAT_INFO_DEX_NAME","[img:dex]敏捷","","[img:dex]Destreza","[img:dex]Dextérité","[img:dex]Geschicklichkeit","[img:dex]Destrezza","[img:dex]Destreza"
"HOUSE_CAT_INFO_DEX_DESC","敏捷會影響遠程攻擊與遠程能力傷害。","","La destreza afecta al daño de los ataques y las habilidades a distancia.","La dextérité affecte les dégâts des attaques et compétences à distance.","Geschicklichkeit wirkt sich auf den Schaden von Fernkampfangriffen und -fähigkeiten aus.","La destrezza influenza il danno da attacco a distanza e il danno da abilità a distanza.","A destreza afeta o dano de ataques e habilidades à distância."
"HOUSE_CAT_INFO_CON_NAME","[img:con]體質","","[img:con]Constitución","[img:con]Constitution","[img:con]Konstitution","[img:con]Costituzione","[img:con]Constituição"
"HOUSE_CAT_INFO_CON_DESC","體質會影響最大生命與戰後回復。","","La constitución afecta al máximo de salud y a la regeneración tras el combate.","La constitution affecte les PV max. et la régénération de PV après les combats.","Konstitution wirkt sich auf max. Gesundheit und Lebensregeneration nach dem Kampf aus.","La costituzione influenza la salute massima e la rigenerazione della salute dopo le battaglie.","A constituição afeta a saúde máxima e a regeneração após o combate."
"HOUSE_CAT_INFO_INT_NAME","[img:int]智力","","[img:int]Inteligencia","[img:int]Intelligence","[img:int]Intelligenz","[img:int]Intelligenza","[img:int]Inteligência"
"HOUSE_CAT_INFO_INT_DESC","智力會影響法力回復。","","La inteligencia afecta a la regeneración de maná.","L'intelligence affecte la régénération de mana.","Intelligenz wirkt sich auf Manaregeneration aus.","L'intelligenza influenza la rigenerazione del mana.","A inteligência afeta a regeneração de mana."
"HOUSE_CAT_INFO_CHA_NAME","[img:cha]魅力","","[img:cha]Carisma","[img:cha]Charisma","[img:cha]Charisma","[img:cha]Carisma","[img:cha]Carisma"
"HOUSE_CAT_INFO_CHA_DESC","魅力會影響最大法力與起始法力。","","El carisma afecta al maná inicial y al máximo de maná.","Le charisme affecte le mana max. et le mana de départ.","Charisma wirkt sich auf max. Mana und Mana zu Kampfbeginn aus.","Il carisma influenza il mana massimo e il mana iniziale.","O carisma afeta a mana máxima e a mana inicial."
"HOUSE_CAT_INFO_SPD_NAME","[img:spd]速度","","[img:spd]Velocidad","[img:spd]Vitesse","[img:spd]Geschwindigkeit","[img:spd]Velocità","[img:spd]Velocidade"
"HOUSE_CAT_INFO_SPD_DESC","速度會影響行動順序與移動範圍。","","La velocidad afecta al orden de los turnos y al alcance del movimiento.","La vitesse affecte l'ordre du tour et la portée des déplacements.","Geschwindigkeit wirkt sich auf die Zugreihenfolge und Bewegungsreichweite aus.","La velocità influenza il raggio di movimento e l'ordine dei turni.","A velocidade afeta a ordem dos turnos e o alcance de movimento."
"HOUSE_CAT_INFO_LCK_NAME","[img:lck]幸運","","[img:lck]Suerte","[img:lck]Chance","[img:lck]Glück","[img:lck]Fortuna","[img:lck]Sorte"
"HOUSE_CAT_INFO_LCK_DESC","幸運會影響基礎暴擊率與所有隨機結果。","","La suerte afecta a la probabilidad de crítico base y a todo lo que depende del azar.","La chance affecte les chances de coup critique de base ainsi que toute forme d'aléatoire.","Glück wirkt sich auf die kritische Trefferchance und alle zufälligen Ereignisse aus.","La fortuna influenza la probabilità di colpo critico base e tutte le casualità.","A sorte afeta a chance de crítico base e tudo que é aleatório."
"","","","","","","",""
"MUTATION_BODY_NAME","身體突變","","Mutación de cuerpo","Mutation du corps","Mutation (Körper)","Mutazione del corpo","Mutação de corpo"
"MUTATION_HEAD_NAME","頭部突變","","Mutación de cabeza","Mutation de la tête","Mutation (Kopf)","Mutazione della testa","Mutação de cabeça"
"MUTATION_TAIL_NAME","尾巴突變","","Mutación de cola","Mutation de la queue","Mutation (Schwanz)","Mutazione della coda","Mutação de cauda"
"MUTATION_LEG_NAME","腿部突變","","Mutación de pierna trasera","Mutation des jambes","Mutation (Beine)","Mutazione delle zampe posteriori","Mutação de perna"
"MUTATION_ARM_NAME","前肢突變","","Mutación de pierna delantera","Mutation des bras","Mutation (Arme)","Mutazione delle zampe anteriori","Mutação de braço"
"MUTATION_EYE_NAME","眼部突變","","Mutación de ojo","Mutation des yeux","Mutation (Augen)","Mutazione degli occhi","Mutação de olho"
"MUTATION_EYEBROW_NAME","眉部突變","","Mutación de ceja","Mutation des sourcils","Mutation (Augenbrauen)","Mutazione delle sopracciglia","Mutação de sobrancelha"
"MUTATION_EAR_NAME","耳部突變","","Mutación de oreja","Mutation des oreilles","Mutation (Ohren)","Mutazione delle orecchie","Mutação de orelha"
"MUTATION_MOUTH_NAME","口部突變","","Mutación de boca","Mutation de la bouche","Mutation (Mund)","Mutazione della bocca","Mutação de boca"
"MUTATION_FUR_NAME","毛皮突變","","Mutación de pelo","Mutation de la fourrure","Mutation (Fell)","Mutazione del pelo","Mutação de pelagem"
"MUTATION_BODY_NAME_BAD","身體先天缺陷","","Malformación congénita de cuerpo","Malformation du corps","Geburtsfehler (Körper)","Difetto congenito del corpo","Doença congênita de corpo"
"MUTATION_HEAD_NAME_BAD","頭部先天缺陷","","Malformación congénita de cabeza","Malformation de la tête","Geburtsfehler (Kopf)","Difetto congenito della testa","Doença congênita de cabeça"
"MUTATION_TAIL_NAME_BAD","尾巴先天缺陷","","Malformación congénita de cola","Malformation de la queue","Geburtsfehler (Schwanz)","Difetto congenito della coda","Doença congênita de cauda"
"MUTATION_LEG_NAME_BAD","腿部先天缺陷","","Malformación congénita de pata trasera","Malformation des jambes","Geburtsfehler (Beine)","Difetto congenito delle zampe posteriori","Doença congênita de perna"
"MUTATION_ARM_NAME_BAD","前肢先天缺陷","","Malformación congénita de pata delantera","Malformation des bras","Geburtsfehler (Arme)","Difetto congenito del zampe anteriori","Doença congênita de braço"
"MUTATION_EYE_NAME_BAD","眼部先天缺陷","","Malformación congénita de ojo","Malformation des yeux","Geburtsfehler (Augen)","Difetto congenito dell'occhio","Doença congênita de olho"
"MUTATION_EYEBROW_NAME_BAD","眉部先天缺陷","","Malformación congénita de ceja","Malformation des sourcils","Geburtsfehler (Augenbrauen)","Difetto congenito delle sopracciglia","Doença congênita de sobrancelha"
"MUTATION_EAR_NAME_BAD","耳部先天缺陷","","Malformación congénita de oreja","Malformation des oreilles","Geburtsfehler (Ohren)","Difetto congenito delle orecchie","Doença congênita de orelha"
"MUTATION_MOUTH_NAME_BAD","口部先天缺陷","","Malformación congénita de boca","Malformation de la bouche","Geburtsfehler (Mund)","Difetto congenito della bocca","Doença congênita de boca"
"MUTATION_FUR_NAME_BAD","毛皮先天缺陷","","Malformación congénita de pelo","Malformation de la fourrure","Geburtsfehler (Fell)","Difetto congenito del pelo","Doença congênita de pelagem"
"HOUSE_CAT_INFO_HAS_MUTATIONS","這隻貓有突變！","","¡Este gato tiene mutaciones!","Ce chat a des mutations&nbsp;!","Diese Katze hat Mutationen!","Questo gatto ha delle mutazioni!","Este gato possui mutações!"
"","","","","","","",""
"LEVELUP_REROLL_BUTTON","重擲選項","","Cambio al azar","Tirage d'options","Auswahl neu generieren","Opzioni di rilancio","Rolar opções novamente"
"LEVELUP_TITLE","{Catname} 升級了！","","¡{Catname} ha subido de nivel!","{Catname} gagne un niveau&nbsp;!","{Catname} ist aufgelevelt!","","{Catname} subiu de nível!"
"LEVELUP_TITLE_M","","","","","","{Catname} è salito di livello!",""
"LEVELUP_TITLE_F","","","","","","{Catname} è salita di livello!",""
"LEVELUP_TITLE_N","","","","","","{Catname} ha raggiunto il livello successivo!",""
"LEVELUP_SUBTITLE_NOSTATS","{Catname} 現在是 {level} 級！","","Ha alcanzado el nivel {level}.","{Catname} est désormais niveau {level}&nbsp;!","{Catname} ist jetzt Level {level}!","{Catname} è ora di livello {level}!","{Catname} atingiu o nível {level}!"
"LEVELUP_SUBTITLE_NOSTATS_M","","","","","","",""
